group	size	y	key	tooltip
1	6.75190963311492	60.3	S034 Mathematics Sem1	"Student: S034
Subject: Mathematics
Semester: Sem1
Grade: 60.3%
Study Hours: 9
Attendance: 71%"
1	6.75190963311492	71.2	S034 Physics Sem1	"Student: S034
Subject: Physics
Semester: Sem1
Grade: 71.2%
Study Hours: 9
Attendance: 70%"
1	7.67961834247065	68.7	S034 Chemistry Sem1	"Student: S034
Subject: Chemistry
Semester: Sem1
Grade: 68.7%
Study Hours: 12
Attendance: 67%"
1	8.95608343640252	72.2	S034 Biology Sem1	"Student: S034
Subject: Biology
Semester: Sem1
Grade: 72.2%
Study Hours: 17
Attendance: 84%"
1	6.75190963311492	77.2	S034 English Sem1	"Student: S034
Subject: English
Semester: Sem1
Grade: 77.2%
Study Hours: 9
Attendance: 72%"
1	8.72021505032247	74.7	S034 History Sem1	"Student: S034
Subject: History
Semester: Sem1
Grade: 74.7%
Study Hours: 16
Attendance: 75%"
1	7.67961834247065	71.2	S034 Mathematics Sem2	"Student: S034
Subject: Mathematics
Semester: Sem2
Grade: 71.2%
Study Hours: 12
Attendance: 75%"
1	7.67961834247065	68.5	S034 Physics Sem2	"Student: S034
Subject: Physics
Semester: Sem2
Grade: 68.5%
Study Hours: 12
Attendance: 81%"
1	8.47576125802733	77	S034 Chemistry Sem2	"Student: S034
Subject: Chemistry
Semester: Sem2
Grade: 77%
Study Hours: 15
Attendance: 80%"
1	9.40531631177355	79.2	S034 Biology Sem2	"Student: S034
Subject: Biology
Semester: Sem2
Grade: 79.2%
Study Hours: 19
Attendance: 79%"
1	7.67961834247065	73.6	S034 English Sem2	"Student: S034
Subject: English
Semester: Sem2
Grade: 73.6%
Study Hours: 12
Attendance: 72%"
1	9.62000762001143	77.4	S034 History Sem2	"Student: S034
Subject: History
Semester: Sem2
Grade: 77.4%
Study Hours: 20
Attendance: 83%"
1	9.62000762001143	87.7	S034 Mathematics Sem3	"Student: S034
Subject: Mathematics
Semester: Sem3
Grade: 87.7%
Study Hours: 20
Attendance: 87%"
1	7.95683397181271	75.6	S034 Physics Sem3	"Student: S034
Subject: Physics
Semester: Sem3
Grade: 75.6%
Study Hours: 13
Attendance: 68%"
1	7.95683397181271	73.2	S034 Chemistry Sem3	"Student: S034
Subject: Chemistry
Semester: Sem3
Grade: 73.2%
Study Hours: 13
Attendance: 83%"
1	9.40531631177355	82.3	S034 Biology Sem3	"Student: S034
Subject: Biology
Semester: Sem3
Grade: 82.3%
Study Hours: 19
Attendance: 90%"
1	9.40531631177355	81.2	S034 English Sem3	"Student: S034
Subject: English
Semester: Sem3
Grade: 81.2%
Study Hours: 19
Attendance: 83%"
1	8.72021505032247	85.4	S034 History Sem3	"Student: S034
Subject: History
Semester: Sem3
Grade: 85.4%
Study Hours: 16
Attendance: 79%"
1	6.75190963311492	66.4	S034 Mathematics Sem4	"Student: S034
Subject: Mathematics
Semester: Sem4
Grade: 66.4%
Study Hours: 9
Attendance: 74%"
1	7.95683397181271	71.6	S034 Physics Sem4	"Student: S034
Subject: Physics
Semester: Sem4
Grade: 71.6%
Study Hours: 13
Attendance: 86%"
1	8.47576125802733	78.9	S034 Chemistry Sem4	"Student: S034
Subject: Chemistry
Semester: Sem4
Grade: 78.9%
Study Hours: 15
Attendance: 78%"
