group	size	y	key	tooltip
1	7.67961834247065	64	S001 Mathematics Sem1	"Student: S001
Subject: Mathematics
Semester: Sem1
Grade: 64%
Study Hours: 12
Attendance: 60%"
1	8.72021505032247	79.9	S001 Physics Sem1	"Student: S001
Subject: Physics
Semester: Sem1
Grade: 79.9%
Study Hours: 16
Attendance: 78%"
1	7.95683397181271	64.1	S001 Chemistry Sem1	"Student: S001
Subject: Chemistry
Semester: Sem1
Grade: 64.1%
Study Hours: 13
Attendance: 69%"
1	7.95683397181271	71.8	S001 Biology Sem1	"Student: S001
Subject: Biology
Semester: Sem1
Grade: 71.8%
Study Hours: 13
Attendance: 71%"
1	9.184212081071	82.5	S001 English Sem1	"Student: S001
Subject: English
Semester: Sem1
Grade: 82.5%
Study Hours: 18
Attendance: 79%"
1	8.95608343640252	78.4	S001 History Sem1	"Student: S001
Subject: History
Semester: Sem1
Grade: 78.4%
Study Hours: 17
Attendance: 85%"
1	8.47576125802733	66.8	S001 Mathematics Sem2	"Student: S001
Subject: Mathematics
Semester: Sem2
Grade: 66.8%
Study Hours: 15
Attendance: 76%"
1	8.95608343640252	80.8	S001 Physics Sem2	"Student: S001
Subject: Physics
Semester: Sem2
Grade: 80.8%
Study Hours: 17
Attendance: 79%"
1	8.72021505032247	66.2	S001 Chemistry Sem2	"Student: S001
Subject: Chemistry
Semester: Sem2
Grade: 66.2%
Study Hours: 16
Attendance: 76%"
1	8.22171016838255	77.7	S001 Biology Sem2	"Student: S001
Subject: Biology
Semester: Sem2
Grade: 77.7%
Study Hours: 14
Attendance: 76%"
1	8.95608343640252	79.4	S001 English Sem2	"Student: S001
Subject: English
Semester: Sem2
Grade: 79.4%
Study Hours: 17
Attendance: 84%"
1	5.5921060405355	63.9	S001 History Sem2	"Student: S001
Subject: History
Semester: Sem2
Grade: 63.9%
Study Hours: 6
Attendance: 66%"
1	9.184212081071	75.7	S001 Mathematics Sem3	"Student: S001
Subject: Mathematics
Semester: Sem3
Grade: 75.7%
Study Hours: 18
Attendance: 79%"
1	7.67961834247065	68	S001 Physics Sem3	"Student: S001
Subject: Physics
Semester: Sem3
Grade: 68%
Study Hours: 12
Attendance: 70%"
1	8.47576125802733	72.7	S001 Chemistry Sem3	"Student: S001
Subject: Chemistry
Semester: Sem3
Grade: 72.7%
Study Hours: 15
Attendance: 76%"
1	7.38815906080325	74.9	S001 Biology Sem3	"Student: S001
Subject: Biology
Semester: Sem3
Grade: 74.9%
Study Hours: 11
Attendance: 67%"
1	9.40531631177355	79.5	S001 English Sem3	"Student: S001
Subject: English
Semester: Sem3
Grade: 79.5%
Study Hours: 19
Attendance: 81%"
1	9.40531631177355	81.2	S001 History Sem3	"Student: S001
Subject: History
Semester: Sem3
Grade: 81.2%
Study Hours: 19
Attendance: 69%"
1	9.82881361258813	81.2	S001 Mathematics Sem4	"Student: S001
Subject: Mathematics
Semester: Sem4
Grade: 81.2%
Study Hours: 21
Attendance: 84%"
1	8.72021505032247	74.6	S001 Physics Sem4	"Student: S001
Subject: Physics
Semester: Sem4
Grade: 74.6%
Study Hours: 16
Attendance: 80%"
1	8.72021505032247	78.8	S001 Chemistry Sem4	"Student: S001
Subject: Chemistry
Semester: Sem4
Grade: 78.8%
Study Hours: 16
Attendance: 79%"
1	9.62000762001143	80.4	S001 Biology Sem4	"Student: S001
Subject: Biology
Semester: Sem4
Grade: 80.4%
Study Hours: 20
Attendance: 79%"
1	9.40531631177355	77.8	S001 English Sem4	"Student: S001
Subject: English
Semester: Sem4
Grade: 77.8%
Study Hours: 19
Attendance: 74%"
1	7.95683397181271	75.2	S001 History Sem4	"Student: S001
Subject: History
Semester: Sem4
Grade: 75.2%
Study Hours: 13
Attendance: 69%"
1	9.62000762001143	77.1	S001 Mathematics Sem5	"Student: S001
Subject: Mathematics
Semester: Sem5
Grade: 77.1%
Study Hours: 20
Attendance: 86%"
1	10.032193289025	81.4	S001 Physics Sem5	"Student: S001
Subject: Physics
Semester: Sem5
Grade: 81.4%
Study Hours: 22
Attendance: 85%"
1	7.38815906080325	74.5	S001 Chemistry Sem5	"Student: S001
Subject: Chemistry
Semester: Sem5
Grade: 74.5%
Study Hours: 11
Attendance: 77%"
1	8.47576125802733	78.6	S001 Biology Sem5	"Student: S001
Subject: Biology
Semester: Sem5
Grade: 78.6%
Study Hours: 15
Attendance: 85%"
1	9.82881361258813	87.9	S001 English Sem5	"Student: S001
Subject: English
Semester: Sem5
Grade: 87.9%
Study Hours: 21
Attendance: 87%"
1	9.62000762001143	95.5	S001 History Sem5	"Student: S001
Subject: History
Semester: Sem5
Grade: 95.5%
Study Hours: 20
Attendance: 92%"
1	7.38815906080325	68.6	S001 Mathematics Sem6	"Student: S001
Subject: Mathematics
Semester: Sem6
Grade: 68.6%
Study Hours: 11
Attendance: 79%"
1	9.62000762001143	81.4	S001 Physics Sem6	"Student: S001
Subject: Physics
Semester: Sem6
Grade: 81.4%
Study Hours: 20
Attendance: 80%"
1	8.22171016838255	77	S001 Chemistry Sem6	"Student: S001
Subject: Chemistry
Semester: Sem6
Grade: 77%
Study Hours: 14
Attendance: 79%"
1	8.72021505032247	78.2	S001 Biology Sem6	"Student: S001
Subject: Biology
Semester: Sem6
Grade: 78.2%
Study Hours: 16
Attendance: 74%"
1	8.72021505032247	85.2	S001 English Sem6	"Student: S001
Subject: English
Semester: Sem6
Grade: 85.2%
Study Hours: 16
Attendance: 82%"
1	9.184212081071	79.2	S001 History Sem6	"Student: S001
Subject: History
Semester: Sem6
Grade: 79.2%
Study Hours: 18
Attendance: 74%"
1	10.230548917531	87.9	S001 Mathematics Sem7	"Student: S001
Subject: Mathematics
Semester: Sem7
Grade: 87.9%
Study Hours: 23
Attendance: 81%"
