group	size	x	y	key	tooltip
1	5.03112887414928	20	77.1	S001 Mathematics Sem5	"Student: S001
Subject: Mathematics
Grade: 77.1%
Study Hours: 20
Attendance: 86%"
1	3.37170824512628	15	75	S002 Mathematics Sem5	"Student: S002
Subject: Mathematics
Grade: 75%
Study Hours: 15
Attendance: 69%"
1	3.62202212042538	2	52.8	S003 Mathematics Sem5	"Student: S003
Subject: Mathematics
Grade: 52.8%
Study Hours: 2
Attendance: 71%"
1	4.25960120260132	13	62.4	S004 Mathematics Sem5	"Student: S004
Subject: Mathematics
Grade: 62.4%
Study Hours: 13
Attendance: 77%"
1	3.95803989154981	11	71.7	S005 Mathematics Sem5	"Student: S005
Subject: Mathematics
Grade: 71.7%
Study Hours: 11
Attendance: 74%"
1	4.44601218802256	15	77.4	S006 Mathematics Sem5	"Student: S006
Subject: Mathematics
Grade: 77.4%
Study Hours: 15
Attendance: 79%"
1	5.03112887414928	14	76.4	S007 Mathematics Sem5	"Student: S007
Subject: Mathematics
Grade: 76.4%
Study Hours: 14
Attendance: 86%"
1	3.73861278752583	11	62.6	S008 Mathematics Sem5	"Student: S008
Subject: Mathematics
Grade: 62.6%
Study Hours: 11
Attendance: 72%"
1	3.23606797749979	7	53.7	S009 Mathematics Sem5	"Student: S009
Subject: Mathematics
Grade: 53.7%
Study Hours: 7
Attendance: 68%"
1	3.5	7	52.3	S010 Mathematics Sem5	"Student: S010
Subject: Mathematics
Grade: 52.3%
Study Hours: 7
Attendance: 70%"
1	1	2	42.5	S011 Mathematics Sem5	"Student: S011
Subject: Mathematics
Grade: 42.5%
Study Hours: 2
Attendance: 60%"
1	3.95803989154981	10	66.2	S012 Mathematics Sem5	"Student: S012
Subject: Mathematics
Grade: 66.2%
Study Hours: 10
Attendance: 74%"
1	3.23606797749979	13	66	S013 Mathematics Sem5	"Student: S013
Subject: Mathematics
Grade: 66%
Study Hours: 13
Attendance: 68%"
1	3.62202212042538	11	59.6	S014 Mathematics Sem5	"Student: S014
Subject: Mathematics
Grade: 59.6%
Study Hours: 11
Attendance: 71%"
1	1	5	32.1	S015 Mathematics Sem5	"Student: S015
Subject: Mathematics
Grade: 32.1%
Study Hours: 5
Attendance: 60%"
1	4.16227766016838	13	69.4	S016 Mathematics Sem5	"Student: S016
Subject: Mathematics
Grade: 69.4%
Study Hours: 13
Attendance: 76%"
1	3.5	10	53.5	S017 Mathematics Sem5	"Student: S017
Subject: Mathematics
Grade: 53.5%
Study Hours: 10
Attendance: 70%"
1	4.25960120260132	13	66.5	S018 Mathematics Sem5	"Student: S018
Subject: Mathematics
Grade: 66.5%
Study Hours: 13
Attendance: 77%"
1	2.76776695296637	3	47.2	S019 Mathematics Sem5	"Student: S019
Subject: Mathematics
Grade: 47.2%
Study Hours: 3
Attendance: 65%"
1	2.93649167310371	8	49.7	S020 Mathematics Sem5	"Student: S020
Subject: Mathematics
Grade: 49.7%
Study Hours: 8
Attendance: 66%"
1	4.16227766016838	16	76	S021 Mathematics Sem5	"Student: S021
Subject: Mathematics
Grade: 76%
Study Hours: 16
Attendance: 76%"
1	4.35410196624968	12	71.4	S022 Mathematics Sem5	"Student: S022
Subject: Mathematics
Grade: 71.4%
Study Hours: 12
Attendance: 78%"
1	5.18330013267038	14	87.6	S023 Mathematics Sem5	"Student: S023
Subject: Mathematics
Grade: 87.6%
Study Hours: 14
Attendance: 88%"
1	4.35410196624968	12	67.9	S024 Mathematics Sem5	"Student: S024
Subject: Mathematics
Grade: 67.9%
Study Hours: 12
Attendance: 78%"
1	2.93649167310371	6	69.3	S025 Mathematics Sem5	"Student: S025
Subject: Mathematics
Grade: 69.3%
Study Hours: 6
Attendance: 66%"
1	3.62202212042538	4	56.6	S026 Mathematics Sem5	"Student: S026
Subject: Mathematics
Grade: 56.6%
Study Hours: 4
Attendance: 71%"
1	2.93649167310371	7	62.4	S027 Mathematics Sem5	"Student: S027
Subject: Mathematics
Grade: 62.4%
Study Hours: 7
Attendance: 66%"
1	3.85043856274785	14	74.3	S028 Mathematics Sem5	"Student: S028
Subject: Mathematics
Grade: 74.3%
Study Hours: 14
Attendance: 73%"
1	1	2	40.9	S029 Mathematics Sem5	"Student: S029
Subject: Mathematics
Grade: 40.9%
Study Hours: 2
Attendance: 60%"
1	3.73861278752583	11	58.4	S030 Mathematics Sem5	"Student: S030
Subject: Mathematics
Grade: 58.4%
Study Hours: 11
Attendance: 72%"
1	3.5	10	49	S031 Mathematics Sem5	"Student: S031
Subject: Mathematics
Grade: 49%
Study Hours: 10
Attendance: 70%"
1	3.37170824512628	9	55.4	S032 Mathematics Sem5	"Student: S032
Subject: Mathematics
Grade: 55.4%
Study Hours: 9
Attendance: 69%"
1	2.76776695296637	14	65.8	S033 Mathematics Sem5	"Student: S033
Subject: Mathematics
Grade: 65.8%
Study Hours: 14
Attendance: 65%"
1	3.62202212042538	23	73.5	S034 Mathematics Sem5	"Student: S034
Subject: Mathematics
Grade: 73.5%
Study Hours: 23
Attendance: 71%"
1	4.06186217847897	13	71.2	S035 Mathematics Sem5	"Student: S035
Subject: Mathematics
Grade: 71.2%
Study Hours: 13
Attendance: 75%"
1	4.62284418654736	16	75.6	S036 Mathematics Sem5	"Student: S036
Subject: Mathematics
Grade: 75.6%
Study Hours: 16
Attendance: 81%"
1	4.87298334620742	16	78.4	S037 Mathematics Sem5	"Student: S037
Subject: Mathematics
Grade: 78.4%
Study Hours: 16
Attendance: 84%"
1	3.09165006633519	8	50.1	S038 Mathematics Sem5	"Student: S038
Subject: Mathematics
Grade: 50.1%
Study Hours: 8
Attendance: 67%"
1	3.95803989154981	7	57.3	S039 Mathematics Sem5	"Student: S039
Subject: Mathematics
Grade: 57.3%
Study Hours: 7
Attendance: 74%"
1	4.06186217847897	8	72.5	S040 Mathematics Sem5	"Student: S040
Subject: Mathematics
Grade: 72.5%
Study Hours: 8
Attendance: 75%"
1	3.37170824512628	6	56.4	S041 Mathematics Sem5	"Student: S041
Subject: Mathematics
Grade: 56.4%
Study Hours: 6
Attendance: 69%"
1	3.95803989154981	8	52.6	S042 Mathematics Sem5	"Student: S042
Subject: Mathematics
Grade: 52.6%
Study Hours: 8
Attendance: 74%"
1	4.87298334620742	14	73.2	S043 Mathematics Sem5	"Student: S043
Subject: Mathematics
Grade: 73.2%
Study Hours: 14
Attendance: 84%"
1	3.5	14	79.6	S044 Mathematics Sem5	"Student: S044
Subject: Mathematics
Grade: 79.6%
Study Hours: 14
Attendance: 70%"
1	3.23606797749979	12	55	S045 Mathematics Sem5	"Student: S045
Subject: Mathematics
Grade: 55%
Study Hours: 12
Attendance: 68%"
1	3.85043856274785	9	76.6	S046 Mathematics Sem5	"Student: S046
Subject: Mathematics
Grade: 76.6%
Study Hours: 9
Attendance: 73%"
1	3.62202212042538	13	71.1	S047 Mathematics Sem5	"Student: S047
Subject: Mathematics
Grade: 71.1%
Study Hours: 13
Attendance: 71%"
1	3.62202212042538	10	65.6	S048 Mathematics Sem5	"Student: S048
Subject: Mathematics
Grade: 65.6%
Study Hours: 10
Attendance: 71%"
1	4.35410196624968	13	73.8	S049 Mathematics Sem5	"Student: S049
Subject: Mathematics
Grade: 73.8%
Study Hours: 13
Attendance: 78%"
1	4.62284418654736	18	81.2	S050 Mathematics Sem5	"Student: S050
Subject: Mathematics
Grade: 81.2%
Study Hours: 18
Attendance: 81%"
1	4.95284707521048	22	81.4	S001 Physics Sem5	"Student: S001
Subject: Physics
Grade: 81.4%
Study Hours: 22
Attendance: 85%"
1	4.87298334620742	21	76.7	S002 Physics Sem5	"Student: S002
Subject: Physics
Grade: 76.7%
Study Hours: 21
Attendance: 84%"
1	2.36930639376292	16	64.1	S003 Physics Sem5	"Student: S003
Subject: Physics
Grade: 64.1%
Study Hours: 16
Attendance: 63%"
1	4.25960120260132	15	76.1	S004 Physics Sem5	"Student: S004
Subject: Physics
Grade: 76.1%
Study Hours: 15
Attendance: 77%"
1	4.87298334620742	13	80.7	S005 Physics Sem5	"Student: S005
Subject: Physics
Grade: 80.7%
Study Hours: 13
Attendance: 84%"
1	3.73861278752583	20	83.6	S006 Physics Sem5	"Student: S006
Subject: Physics
Grade: 83.6%
Study Hours: 20
Attendance: 72%"
1	3.95803989154981	9	77.1	S007 Physics Sem5	"Student: S007
Subject: Physics
Grade: 77.1%
Study Hours: 9
Attendance: 74%"
1	5.18330013267038	12	75.5	S008 Physics Sem5	"Student: S008
Subject: Physics
Grade: 75.5%
Study Hours: 12
Attendance: 88%"
1	2.76776695296637	12	60.9	S009 Physics Sem5	"Student: S009
Subject: Physics
Grade: 60.9%
Study Hours: 12
Attendance: 65%"
1	1.7905694150421	11	57.5	S010 Physics Sem5	"Student: S010
Subject: Physics
Grade: 57.5%
Study Hours: 11
Attendance: 61%"
1	2.58113883008419	5	52.5	S011 Physics Sem5	"Student: S011
Subject: Physics
Grade: 52.5%
Study Hours: 5
Attendance: 64%"
1	3.95803989154981	17	71.1	S012 Physics Sem5	"Student: S012
Subject: Physics
Grade: 71.1%
Study Hours: 17
Attendance: 74%"
1	4.95284707521048	20	82.2	S013 Physics Sem5	"Student: S013
Subject: Physics
Grade: 82.2%
Study Hours: 20
Attendance: 85%"
1	4.44601218802256	15	70.5	S014 Physics Sem5	"Student: S014
Subject: Physics
Grade: 70.5%
Study Hours: 15
Attendance: 79%"
1	1	4	33.9	S015 Physics Sem5	"Student: S015
Subject: Physics
Grade: 33.9%
Study Hours: 4
Attendance: 60%"
1	4.06186217847897	9	66.3	S016 Physics Sem5	"Student: S016
Subject: Physics
Grade: 66.3%
Study Hours: 9
Attendance: 75%"
1	2.93649167310371	9	53.7	S017 Physics Sem5	"Student: S017
Subject: Physics
Grade: 53.7%
Study Hours: 9
Attendance: 66%"
1	5.03112887414928	12	75.3	S018 Physics Sem5	"Student: S018
Subject: Physics
Grade: 75.3%
Study Hours: 12
Attendance: 86%"
1	1	7	50.7	S019 Physics Sem5	"Student: S019
Subject: Physics
Grade: 50.7%
Study Hours: 7
Attendance: 60%"
1	3.23606797749979	5	40.4	S020 Physics Sem5	"Student: S020
Subject: Physics
Grade: 40.4%
Study Hours: 5
Attendance: 68%"
1	4.87298334620742	18	80.1	S021 Physics Sem5	"Student: S021
Subject: Physics
Grade: 80.1%
Study Hours: 18
Attendance: 84%"
1	4.87298334620742	17	73.9	S022 Physics Sem5	"Student: S022
Subject: Physics
Grade: 73.9%
Study Hours: 17
Attendance: 84%"
1	3.62202212042538	13	73.1	S023 Physics Sem5	"Student: S023
Subject: Physics
Grade: 73.1%
Study Hours: 13
Attendance: 71%"
1	4.06186217847897	14	64.6	S024 Physics Sem5	"Student: S024
Subject: Physics
Grade: 64.6%
Study Hours: 14
Attendance: 75%"
1	4.25960120260132	13	64.3	S025 Physics Sem5	"Student: S025
Subject: Physics
Grade: 64.3%
Study Hours: 13
Attendance: 77%"
1	3.37170824512628	2	47.8	S026 Physics Sem5	"Student: S026
Subject: Physics
Grade: 47.8%
Study Hours: 2
Attendance: 69%"
1	4.79143772202577	14	70.4	S027 Physics Sem5	"Student: S027
Subject: Physics
Grade: 70.4%
Study Hours: 14
Attendance: 83%"
