group	size	y	key	tooltip
1	7.38815906080325	66.8	S007 Mathematics Sem1	"Student: S007
Subject: Mathematics
Semester: Sem1
Grade: 66.8%
Study Hours: 11
Attendance: 68%"
1	6.75190963311492	63.3	S007 Physics Sem1	"Student: S007
Subject: Physics
Semester: Sem1
Grade: 63.3%
Study Hours: 9
Attendance: 65%"
1	8.22171016838255	67	S007 Chemistry Sem1	"Student: S007
Subject: Chemistry
Semester: Sem1
Grade: 67%
Study Hours: 14
Attendance: 72%"
1	7.08000508000762	63.6	S007 Biology Sem1	"Student: S007
Subject: Biology
Semester: Sem1
Grade: 63.6%
Study Hours: 10
Attendance: 77%"
1	7.38815906080325	70.1	S007 English Sem1	"Student: S007
Subject: English
Semester: Sem1
Grade: 70.1%
Study Hours: 11
Attendance: 74%"
1	9.184212081071	69.8	S007 History Sem1	"Student: S007
Subject: History
Semester: Sem1
Grade: 69.8%
Study Hours: 18
Attendance: 69%"
1	8.22171016838255	68	S007 Mathematics Sem2	"Student: S007
Subject: Mathematics
Semester: Sem2
Grade: 68%
Study Hours: 14
Attendance: 71%"
1	7.95683397181271	67.6	S007 Physics Sem2	"Student: S007
Subject: Physics
Semester: Sem2
Grade: 67.6%
Study Hours: 13
Attendance: 73%"
1	7.67961834247065	69.7	S007 Chemistry Sem2	"Student: S007
Subject: Chemistry
Semester: Sem2
Grade: 69.7%
Study Hours: 12
Attendance: 74%"
1	5.5921060405355	58.9	S007 Biology Sem2	"Student: S007
Subject: Biology
Semester: Sem2
Grade: 58.9%
Study Hours: 6
Attendance: 68%"
1	6.3994134506406	62.9	S007 English Sem2	"Student: S007
Subject: English
Semester: Sem2
Grade: 62.9%
Study Hours: 8
Attendance: 68%"
1	7.67961834247065	71.8	S007 History Sem2	"Student: S007
Subject: History
Semester: Sem2
Grade: 71.8%
Study Hours: 12
Attendance: 77%"
1	7.08000508000762	63.1	S007 Mathematics Sem3	"Student: S007
Subject: Mathematics
Semester: Sem3
Grade: 63.1%
Study Hours: 10
Attendance: 76%"
1	7.95683397181271	68.2	S007 Physics Sem3	"Student: S007
Subject: Physics
Semester: Sem3
Grade: 68.2%
Study Hours: 13
Attendance: 75%"
1	8.47576125802733	68.9	S007 Chemistry Sem3	"Student: S007
Subject: Chemistry
Semester: Sem3
Grade: 68.9%
Study Hours: 15
Attendance: 71%"
1	8.22171016838255	65.9	S007 Biology Sem3	"Student: S007
Subject: Biology
Semester: Sem3
Grade: 65.9%
Study Hours: 14
Attendance: 72%"
1	7.67961834247065	81	S007 English Sem3	"Student: S007
Subject: English
Semester: Sem3
Grade: 81%
Study Hours: 12
Attendance: 82%"
1	7.67961834247065	71	S007 History Sem3	"Student: S007
Subject: History
Semester: Sem3
Grade: 71%
Study Hours: 12
Attendance: 71%"
1	9.184212081071	70.2	S007 Mathematics Sem4	"Student: S007
Subject: Mathematics
Semester: Sem4
Grade: 70.2%
Study Hours: 18
Attendance: 73%"
1	6.01609664451249	66	S007 Physics Sem4	"Student: S007
Subject: Physics
Semester: Sem4
Grade: 66%
Study Hours: 7
Attendance: 75%"
1	8.47576125802733	74.1	S007 Chemistry Sem4	"Student: S007
Subject: Chemistry
Semester: Sem4
Grade: 74.1%
Study Hours: 15
Attendance: 72%"
1	10.230548917531	85.9	S007 Biology Sem4	"Student: S007
Subject: Biology
Semester: Sem4
Grade: 85.9%
Study Hours: 23
Attendance: 87%"
1	8.22171016838255	76.1	S007 English Sem4	"Student: S007
Subject: English
Semester: Sem4
Grade: 76.1%
Study Hours: 14
Attendance: 72%"
1	8.22171016838255	71.3	S007 History Sem4	"Student: S007
Subject: History
Semester: Sem4
Grade: 71.3%
Study Hours: 14
Attendance: 67%"
1	8.22171016838255	76.4	S007 Mathematics Sem5	"Student: S007
Subject: Mathematics
Semester: Sem5
Grade: 76.4%
Study Hours: 14
Attendance: 86%"
1	6.75190963311492	77.1	S007 Physics Sem5	"Student: S007
Subject: Physics
Semester: Sem5
Grade: 77.1%
Study Hours: 9
Attendance: 74%"
1	9.40531631177355	83.7	S007 Chemistry Sem5	"Student: S007
Subject: Chemistry
Semester: Sem5
Grade: 83.7%
Study Hours: 19
Attendance: 81%"
1	7.08000508000762	70	S007 Biology Sem5	"Student: S007
Subject: Biology
Semester: Sem5
Grade: 70%
Study Hours: 10
Attendance: 62%"
1	7.67961834247065	77.9	S007 English Sem5	"Student: S007
Subject: English
Semester: Sem5
Grade: 77.9%
Study Hours: 12
Attendance: 77%"
1	9.62000762001143	84.5	S007 History Sem5	"Student: S007
Subject: History
Semester: Sem5
Grade: 84.5%
Study Hours: 20
Attendance: 78%"
1	5.11085508419128	63.4	S007 Mathematics Sem6	"Student: S007
Subject: Mathematics
Semester: Sem6
Grade: 63.4%
Study Hours: 5
Attendance: 85%"
1	9.184212081071	78.6	S007 Physics Sem6	"Student: S007
Subject: Physics
Semester: Sem6
Grade: 78.6%
Study Hours: 18
Attendance: 81%"
1	8.47576125802733	73.1	S007 Chemistry Sem6	"Student: S007
Subject: Chemistry
Semester: Sem6
Grade: 73.1%
Study Hours: 15
Attendance: 70%"
1	8.95608343640252	84.4	S007 Biology Sem6	"Student: S007
Subject: Biology
Semester: Sem6
Grade: 84.4%
Study Hours: 17
Attendance: 87%"
1	8.72021505032247	74.8	S007 English Sem6	"Student: S007
Subject: English
Semester: Sem6
Grade: 74.8%
Study Hours: 16
Attendance: 78%"
1	9.184212081071	82.2	S007 History Sem6	"Student: S007
Subject: History
Semester: Sem6
Grade: 82.2%
Study Hours: 18
Attendance: 75%"
1	8.72021505032247	71	S007 Mathematics Sem7	"Student: S007
Subject: Mathematics
Semester: Sem7
Grade: 71%
Study Hours: 16
Attendance: 82%"
1	9.62000762001143	73.6	S007 Physics Sem7	"Student: S007
Subject: Physics
Semester: Sem7
Grade: 73.6%
Study Hours: 20
Attendance: 74%"
1	7.38815906080325	64.7	S007 Chemistry Sem7	"Student: S007
Subject: Chemistry
Semester: Sem7
Grade: 64.7%
Study Hours: 11
Attendance: 71%"
1	8.72021505032247	84.2	S007 Biology Sem7	"Student: S007
Subject: Biology
Semester: Sem7
Grade: 84.2%
Study Hours: 16
Attendance: 77%"
1	8.47576125802733	77.8	S007 English Sem7	"Student: S007
Subject: English
Semester: Sem7
Grade: 77.8%
Study Hours: 15
Attendance: 74%"
1	8.72021505032247	83.6	S007 History Sem7	"Student: S007
Subject: History
Semester: Sem7
Grade: 83.6%
Study Hours: 16
Attendance: 77%"
1	8.95608343640252	74.2	S007 Mathematics Sem8	"Student: S007
Subject: Mathematics
Semester: Sem8
Grade: 74.2%
Study Hours: 17
Attendance: 81%"
1	9.82881361258813	88.1	S007 Physics Sem8	"Student: S007
Subject: Physics
Semester: Sem8
Grade: 88.1%
Study Hours: 21
Attendance: 95%"
1	8.95608343640252	75.8	S007 Chemistry Sem8	"Student: S007
Subject: Chemistry
Semester: Sem8
Grade: 75.8%
Study Hours: 17
Attendance: 72%"
1	8.72021505032247	84.8	S007 Biology Sem8	"Student: S007
Subject: Biology
Semester: Sem8
Grade: 84.8%
Study Hours: 16
Attendance: 80%"
1	7.95683397181271	85.9	S007 English Sem8	"Student: S007
Subject: English
Semester: Sem8
Grade: 85.9%
Study Hours: 13
Attendance: 75%"
1	9.184212081071	85.5	S007 History Sem8	"Student: S007
Subject: History
Semester: Sem8
Grade: 85.5%
Study Hours: 18
Attendance: 87%"
