group	x	y
1	5.06590907413512	66.8
1	4.92282183721662	67.7
1	5.05210146006197	61.5
1	5.06498010631651	53.1
1	5.0358128413558	60.4
1	5.04161061733961	69.4
1	4.95883065093309	68
1	5.04901393678039	61.8
1	5.04884222682566	52.6
1	4.949369777143	42.3
1	5.07081826690584	41.1
1	4.92409874554724	66.4
1	4.92267876714468	63.6
1	4.97132053498179	58.7
1	5.05773608680815	35.6
1	4.96221044708043	54.9
1	5.05764237102121	50.6
1	5.01339253563434	64.1
1	5.02063127476722	45.9
1	5.02780842483044	35.3
1	5.01721019808203	79.1
1	4.99181474935263	60
1	4.99338876422495	67.4
1	5.01244427055121	56.1
1	4.93467352814972	63.2
1	4.94544627182186	42.9
1	4.92469253316522	56.8
1	5.00519232608378	63.5
1	4.96258080795407	50.1
1	5.01780585158616	53.7
1	4.97957334522158	45.5
1	5.02083800520748	54.5
1	5.04359481081367	55.3
1	5.02809546209872	71.2
1	4.9614014852792	61.6
1	4.94215548492968	64.8
1	5.07625711392611	54.3
1	5.01875979468226	58.2
1	5.01034087929875	52.6
1	5.06691939815879	69.3
1	5.06071985192597	50.3
1	4.99203496288508	62.7
1	5.05845655918121	68.4
1	4.92030644521117	73
1	5.05283042736352	54.1
1	4.99803244862706	63.1
1	5.0229811335355	60.2
1	4.97633484359831	64.9
1	5.00150242712349	58.6
1	4.92311052259058	77.5
1	5.97202446781099	80.8
1	6.06866784628481	69.6
1	6.07221392136067	60.9
1	6.00178657826036	54.7
1	6.05149216882885	77.4
1	5.93759268645197	63.6
1	6.0348937253654	67.6
1	5.94939402103424	59.2
1	6.07241224337369	50.4
1	6.0618784641847	53.3
1	5.98522072017193	51.3
1	5.925862095505	66.1
1	6.04217755459249	73.4
1	5.99332698259503	67.6
1	6.0316657006368	32
1	5.94987390648574	59.9
1	6.00196176808327	46.3
1	5.93701125174761	61.5
1	6.06436341419816	37.1
1	5.97174593448639	43.9
1	6.00838853623718	63.8
1	6.0779996554926	72
1	6.06701200362295	70.9
1	6.01226746425033	56.7
1	6.04237228374928	69.2
1	6.00475042112172	44.1
1	5.97224136605859	67.1
1	6.05101770281792	60.9
1	5.92929908424616	44.5
1	5.92846994083375	67
1	6.01534908879548	57.1
1	6.04550687193871	65
1	5.96085670489818	60.9
1	6.03738020796329	68.5
1	5.92615538150072	61
1	6.06072192724794	69.8
1	6.01489581909031	56.2
1	5.94128965403885	51.6
1	6.05430491846055	52.3
1	6.07886916823685	65.2
1	6.02680780742317	49.2
1	6.01457194473595	68.8
1	6.0048860328272	64.9
1	5.97796916730702	78.5
1	6.02191628206521	51.8
1	6.05245118737221	60.3
1	6.0591926914826	58.2
1	6.06402755212039	65.1
1	6.05251660555601	68.3
1	6.063301127702	78.4
1	1.96150626849383	66.2
1	1.95563300728798	71.1
1	2.05016034480184	56.6
1	1.97295440200716	48.5
1	1.96355975337327	77.4
1	1.97709122143686	79.7
1	1.97041118711233	69.7
1	1.94918977599591	64.4
1	1.93347245067358	43.7
1	1.93673772130162	56.9
1	1.93742067243904	48.5
1	2.04249907117337	69.9
1	1.97285063669086	73
1	1.99484518352896	70.8
1	1.9216513004154	35.5
1	2.02550771374255	60.3
1	2.03834068279713	53.4
1	2.04390787821263	73
1	2.01597811322659	55.2
1	2.00653774980456	39
1	1.96626870255917	77.3
1	2.07075825225562	64.1
1	2.03289322212338	70.9
1	2.00577200587839	59.7
1	2.0450571206212	64.9
1	2.07281493157148	46.4
1	2.01836982231587	60.5
1	2.00580980334431	65.2
1	1.99502361930907	38.7
1	2.03999448560178	64.2
1	2.05673687390983	49.1
1	1.92815088950098	55.7
1	1.99343858733773	53.5
1	1.95800235658884	77
1	1.93039957933128	52.6
1	1.96558316864073	67.6
1	1.99060044683516	64.2
1	1.98366746559739	58.3
1	2.00276553601027	53.8
1	2.01070497386158	71.3
1	1.92432609837502	53.2
1	1.99191509034485	61.3
1	2.02004095949233	68.9
1	1.98944658022374	80.7
1	1.9746472658217	45.8
1	2.07736725751311	64
1	1.9367070986703	62.3
1	2.05847084410489	73.4
1	1.95842495106161	60.8
1	2.06691905323416	84.2
1	0.949329092204571	77.7
1	1.00236415412277	65
1	1.05483675517142	66.9
1	0.945570628419518	62
1	1.05740885909647	86.7
1	1.05458033729345	72.8
1	1.06105121664703	58.9
1	0.957777810208499	71.6
1	0.921303526349366	51.3
1	1.05201506942511	47.4
1	0.986050014831126	47.6
1	0.937704726085067	70.9
1	1.06298717923462	67.6
1	1.02009538844228	71.4
1	0.984724278636277	32.7
1	1.06652367003262	58.3
1	0.9687481347844	51.3
1	0.922952543534338	66.6
1	0.970161819346249	46.8
1	0.952142742425203	33.3
1	0.927947038672864	71.4
1	1.00081483196467	64.9
1	1.06495874501765	70.6
1	1.04264365214854	52.1
1	0.990616813786328	66.1
1	0.975470713227987	57
1	1.01025415424258	57.1
1	1.01295259874314	74.8
1	0.958766476362944	47.1
1	0.984699158072472	64.6
1	0.952591409906745	45.3
1	0.952579115480185	54.9
1	1.04629537381232	57.7
1	0.962261004298925	79.2
1	1.02468941930681	60.2
1	1.00663924444467	78
1	0.992448585443199	66.6
1	0.950781066156924	54.9
1	1.03547723237425	49.1
1	0.95144404143095	69.1
1	1.05214692171663	49.7
1	1.04024234030396	61.5
1	0.953507735617459	70.6
1	0.922071818858385	78.3
1	0.947813214994967	50.1
1	1.07101975675672	73.2
1	0.987212034985423	70.7
1	1.05490118764341	67.3
1	1.07816264916211	68.5
1	1.0007431345433	83.6
1	3.04119842708111	79.4
1	3.05749321296811	72.7
1	2.97351081367582	67.1
1	3.03818181529641	62.8
1	3.03549981698394	76.5
1	3.06480195015669	80.1
1	2.97126740112901	62.9
1	2.94721213899553	72.4
1	3.0130842904374	52.3
1	2.95301862116903	57.4
1	3.0180904237181	56
1	3.00033148381859	80.5
1	2.99870065912604	71.2
1	3.03340286899358	68.4
1	2.94920718554407	36.1
1	2.93193692460656	65.8
1	3.02764716923237	56.3
1	3.03330496188253	73.2
1	2.98035932965577	50.8
1	2.9579574637115	36.6
1	2.9595652846247	72.4
1	3.06093258250505	64.4
1	2.92268536638469	80.5
1	2.95973932944238	56.5
1	2.93802329514176	74.1
1	3.04577342871577	58.2
1	3.00285166524351	62
1	2.99714519381523	72
1	2.94674514386803	51.2
1	3.01925907377154	57.7
1	3.03468884322792	45.5
1	3.03549741514027	66.9
1	3.0480700930208	51.7
1	3.02886726036668	73.6
1	2.94811053223908	65
1	2.98848168000579	70.8
1	3.04070761106908	70.1
1	2.92075867347419	56.2
1	2.93624980125576	69.3
1	2.92350527051836	77.7
1	2.95325875137001	57.3
1	3.0646399057284	59.8
1	2.96928168289363	64.2
1	3.07160779107362	88.1
1	3.07525348201394	52.6
1	3.009492181018	65.7
1	2.93217811502516	67.6
1	3.0634646589309	80.1
1	3.03211828868836	75
