group	x	y
1	4.98993866566569	75.7
1	5.05559936504811	61.5
1	5.07815520860255	57.9
1	5.01139471173287	57.5
1	5.01492458637804	75.3
1	4.92002620913088	79.4
1	5.00622676361352	63.1
1	4.92591504182667	58.2
1	4.92956128437072	47.8
1	4.97962543010712	49.9
1	5.01461167495698	47.2
1	5.02530011318624	62.8
1	5.01892155330628	70.1
1	4.94404904596508	68.2
1	4.95968812860549	40
1	4.99817389667034	62.1
1	4.9723128882423	48.1
1	4.96347662720829	69.8
1	5.07836265008897	44.6
1	5.02366970725358	38.9
1	5.07682170469314	74.9
1	5.01342157319188	63.5
1	4.98457651268691	70.1
1	4.98238552048802	55.1
1	5.07036572903395	62.8
1	4.98668789580464	41.1
1	5.07386477734894	59.6
1	4.92483944024891	67.6
1	5.00971774727106	43.4
1	5.0621855365485	52.9
1	4.97742241494358	46
1	5.0224564474076	60.3
1	4.9797838236019	57.4
1	4.95689379204065	87.7
1	4.99187311723828	58.9
1	4.93947619654238	63.7
1	5.0740072170645	67.6
1	5.0175444535166	56.3
1	5.06982104044408	52.5
1	4.95282820302993	59.4
1	4.97549998313189	50.6
1	5.0514229972288	59.7
1	5.05521984837949	70.1
1	5.02491000898182	85.7
1	4.98247753374279	52.9
1	4.99302243843675	58.3
1	4.97151880770922	62.3
1	5.02697250891477	76.1
1	5.02969345964491	76.1
1	5.02517014175654	72.5
1	6.07978481207043	68
1	6.03295982867479	73.5
1	6.07550864022225	61.1
1	5.93356275063008	56
1	6.01769722443074	72
1	6.00361829075962	70.7
1	5.98503072373569	68.2
1	5.9837650231272	58.9
1	5.92528963375837	53.5
1	6.05960081554949	54.8
1	5.97880958724767	43.8
1	5.99961403172463	65.4
1	6.04907721001655	71.9
1	5.92643932364881	67.7
1	6.03159297436476	38.4
1	6.04525662697852	59.7
1	6.03448582530022	52.7
1	5.93218429632485	76.5
1	6.02544147610664	49.6
1	6.02591190189123	44
1	5.92293591503054	78.7
1	5.95013091620058	60.5
1	6.05074333179742	70.5
1	5.9731119382754	60.7
1	5.9622990719974	62.4
1	5.96027913797647	52.4
1	5.96709119670093	65.9
1	6.00363427110016	75.2
1	6.0789513008669	46.8
1	5.98331133294851	61.2
1	5.92175536956638	43.5
1	5.9229918050766	65.1
1	6.04046188946813	51.3
1	6.02978031426668	75.6
1	6.00741136915982	49.9
1	5.95250964712352	65.1
1	5.97372642260045	71.8
1	5.99052267979831	60.2
1	5.98067368078977	65.8
1	5.98172519959509	61.2
1	6.06308038998395	53.6
1	5.9505483891815	56.4
1	5.96916014585644	72.2
1	6.04965533282608	79.5
1	6.07992108013481	44.7
1	5.95010314341635	64.7
1	6.01196756374091	65.3
1	5.98328683957458	68
1	6.06022404052317	74.6
1	6.0497090831399	80.4
1	2.0401485420391	72.7
1	2.07960982404649	71.9
1	2.07643325585872	72.6
1	1.99171429086477	61.7
1	1.96886467251927	81.1
1	2.00547658927739	74.9
1	2.05613387443125	68.9
1	1.95651586968452	63.5
1	1.9986510796845	45.8
1	2.04820583701134	64.6
1	1.92238360386342	42.3
1	2.07379254639149	67.9
1	1.95146266829222	63.2
1	1.9318746374175	65.9
1	2.04189517371356	33.3
1	1.98115742050111	58.5
1	1.97659516222775	52.9
1	1.92345632456243	69.9
1	2.05142667986453	33.4
1	2.06910499252379	42.5
1	1.9782016794011	73
1	1.92602339275181	70.9
1	1.93104970041662	72.4
1	1.96218355815858	61.8
1	2.07185610566288	66.2
1	1.97302451919764	52.9
1	2.07350117184222	56.9
1	2.07113723214716	65.4
1	1.99908210035414	46
1	2.07264836851507	66.4
1	1.98111886911094	50.3
1	2.04867337554693	67.7
1	2.06976604864001	58.1
1	2.06205531336367	73.2
1	1.9623251811415	60.3
1	2.04274763703346	63.2
1	1.97139318168163	59.1
1	2.02765258468688	59.1
1	1.95356980059296	61
1	2.01674742847681	66.9
1	1.94897095520049	58.3
1	1.93354089140892	60.2
1	1.92426261793822	76.8
1	1.95700303908438	86.1
1	2.00788311440498	47.4
1	2.02052826195955	80.7
1	1.97305915683508	72.4
1	2.0782730319351	76.4
1	2.04366192571819	66.1
1	1.93433959916234	89.3
1	1.04129720278084	74.9
1	1.0524238806963	69.7
1	0.987797053679824	70.4
1	0.995780234411359	61.8
1	1.0670302271843	71.2
1	0.960502503812313	84.8
1	0.970029403194785	65.9
1	1.04003662358969	62
1	1.01500439006835	55
1	1.05163306187838	62
1	0.940159558132291	46.3
