group	x	y
1	5.00732559591532	77.0799211107008
1	4.93638564065099	75.0152245332487
1	5.0033182162419	52.7758008193411
1	4.98491069786251	62.3768220308796
1	5.07471245788038	71.6663966686838
1	5.02127287104726	77.3968830595911
1	5.00638078216463	76.3939555575512
1	5.06462885927409	62.5928086960316
1	5.02620545171201	53.6893524454907
1	5.06557045917958	52.2759166659229
1	5.05838397473097	42.4934955923632
1	5.00297518793494	66.1912134858966
1	5.0651614202559	66.0186353334412
1	4.92037322130054	59.5959067426249
1	4.95226970624179	32.1015519141778
1	5.07802225682884	69.439782322906
1	5.04068781487644	53.4673549864628
1	4.97540861081332	66.4680381372012
1	4.99162496857345	47.1951759636216
1	5.06836890630424	49.6670034527965
1	5.01762402702123	75.9622657694295
1	4.96370172444731	71.3693223199621
1	5.02349796421826	87.6126738625951
1	4.94322894752026	67.9102311370895
1	4.9611841070652	69.2766578476131
1	5.00222983855754	56.5909283688478
1	5.04792135737836	62.3994886392355
1	4.98377713363618	74.2629809937254
1	4.96085476003587	40.900109374579
1	4.98229073252529	58.4133159098774
1	4.9200669099763	48.9661575612426
1	4.99127502799034	55.3815849157982
1	5.05465872652829	65.8381734927371
1	4.95182239562273	73.5168946292997
1	5.04570246756077	71.2395406458341
1	4.98797687914223	75.6274055107124
1	5.05186515279114	78.4065729092434
1	4.95865275297314	50.0629596417397
1	4.95272583536804	57.2747021765448
1	5.05700900953263	72.4952919098549
1	4.98454022038728	56.3631397223659
1	5.02755213279277	52.5701039163955
1	5.02666534479708	73.2231498280354
1	5.07086946833879	79.5735860870965
1	5.01822662308812	54.9782249525748
1	5.01852914720774	76.5800417758711
1	5.05202987704426	71.111045533549
1	5.01751736216247	65.6343397959881
1	5.05394109096378	73.7904615831003
1	5.06272806204856	81.2192216496356
1	5.92255851533264	81.3611180009693
1	6.0352741554752	76.7166292295791
1	6.04804834388196	64.0978234016709
1	6.01907877970487	76.0695863717794
1	6.07170759160072	80.7210978386924
1	6.04948281481862	83.5909980869852
1	6.01726108055562	77.1307242078334
1	5.93887030024082	75.4801981364936
1	5.9360934041813	60.9201616174169
1	5.99004605822265	57.481585526485
1	6.02866165768355	52.5273769731447
1	6.04136683221906	71.0977185176499
1	5.99173977199942	82.1765683423728
1	6.00680214680731	70.4779228661768
1	5.95185190699995	33.8840856684744
1	5.98431692700833	66.2921078173444
1	5.97677469670773	53.723888627328
1	5.9495454614237	75.3162394040078
1	6.00681015640497	50.6634433299117
1	6.05179558534175	40.3857283258811
1	6.03196841064841	80.1250837195851
1	6.07236520841718	73.9120753761195
1	5.96477966472507	73.1281780250557
1	5.92790133111179	64.5839277634956
1	6.06488596528769	64.2648729269579
1	5.96253911670297	47.8252513867803
1	6.05610146779567	70.3691353398189
1	6.03023033678532	67.79775513025
1	5.93489745561034	47.4151022139378
1	5.97457758244127	71.3916652946547
1	5.97048479001969	51.7126614722796
1	5.94587854471058	62.4887037193775
1	5.97253546103835	57.3045970200002
1	5.9513033221662	81.4728476631828
1	5.93509643927217	57.5864910439774
1	5.92004400320351	70.5177266821452
1	6.07341813135892	71.6859145769663
1	5.95716873906553	60.2359354506061
1	5.96684123639017	59.3808504104428
1	5.99114891044796	77.7289197279699
1	6.05332193184644	65.8625926872529
1	6.0717266241461	79.0641789619438
1	5.95463931102306	69.6765480435826
1	6.06095282681286	90.0935863411613
1	6.00727064080536	57.8165196082182
1	6.06377513960004	65.0185582129099
1	5.99753377281129	68.271491563078
1	6.07556462664157	74.5740794815682
1	6.04527221430093	71.3933047031239
1	5.95920759338886	88.1789200706966
1	1.9933433573693	74.5252085588686
1	1.95276811402291	85.4636207494512
1	2.0456708965078	60.8066600074247
1	1.98948437336832	69.7688578192517
1	2.02420524727553	79.1943357364275
1	2.06282832868397	86.1328704802319
1	1.95370823740959	83.6624216217734
1	1.95922980640084	73.1614144389518
1	1.98863765653223	52.6896004400775
1	2.04156328883022	57.6330899838358
1	1.95587109755725	47.6651832257584
1	2.05479702353477	65.7822547781654
1	2.05211120523512	86.5207622610219
1	2.06057800982147	73.1230996530131
1	2.00914031729102	36.7375538131222
1	1.92344435594976	63.9098672918789
1	1.93587037928402	60.3677037467249
1	1.93620480507612	72.4393570518866
1	2.0771861570701	45.4648651878163
1	2.00947569604963	43.6260043224134
1	1.96167136847973	78.7390555584803
1	2.06981573861092	67.0886272085831
1	2.06239559713751	86.7362539467216
1	2.07155870966613	60.3394733596593
1	1.99548885777593	68.0175590679981
1	1.96986065942794	50.667112892922
1	1.96651444640011	66.001764355842
