group	size	y	key	tooltip
1	5.51447422837485	54.1	S022 Mathematics Sem1	"Student: S022
Subject: Mathematics
Semester: Sem1
Grade: 54.1%
Study Hours: 6
Attendance: 66%"
1	6.77171134256227	60.5	S022 Physics Sem1	"Student: S022
Subject: Physics
Semester: Sem1
Grade: 60.5%
Study Hours: 11
Attendance: 76%"
1	6.97573283972945	67.8	S022 Chemistry Sem1	"Student: S022
Subject: Chemistry
Semester: Sem1
Grade: 67.8%
Study Hours: 12
Attendance: 75%"
1	7.70415053522573	72.6	S022 Biology Sem1	"Student: S022
Subject: Biology
Semester: Sem1
Grade: 72.6%
Study Hours: 16
Attendance: 75%"
1	7.1697837802689	66.3	S022 English Sem1	"Student: S022
Subject: English
Semester: Sem1
Grade: 66.3%
Study Hours: 13
Attendance: 68%"
1	7.35519711786779	69.2	S022 History Sem1	"Student: S022
Subject: History
Semester: Sem1
Grade: 69.2%
Study Hours: 14
Attendance: 80%"
1	6.55600355600534	60	S022 Mathematics Sem2	"Student: S022
Subject: Mathematics
Semester: Sem2
Grade: 60%
Study Hours: 10
Attendance: 78%"
1	6.55600355600534	72	S022 Physics Sem2	"Student: S022
Subject: Physics
Semester: Sem2
Grade: 72%
Study Hours: 10
Attendance: 79%"
1	7.70415053522573	64.1	S022 Chemistry Sem2	"Student: S022
Subject: Chemistry
Semester: Sem2
Grade: 64.1%
Study Hours: 16
Attendance: 62%"
1	7.53303288061913	64.9	S022 Biology Sem2	"Student: S022
Subject: Biology
Semester: Sem2
Grade: 64.9%
Study Hours: 15
Attendance: 71%"
1	7.35519711786779	64.4	S022 English Sem2	"Student: S022
Subject: English
Semester: Sem2
Grade: 64.4%
Study Hours: 14
Attendance: 78%"
1	5.81126765115875	64.8	S022 History Sem2	"Student: S022
Subject: History
Semester: Sem2
Grade: 64.8%
Study Hours: 7
Attendance: 66%"
1	7.86925840548177	63.5	S022 Mathematics Sem3	"Student: S022
Subject: Mathematics
Semester: Sem3
Grade: 63.5%
Study Hours: 17
Attendance: 78%"
1	4.77800177800267	60.5	S022 Physics Sem3	"Student: S022
Subject: Physics
Semester: Sem3
Grade: 60.5%
Study Hours: 4
Attendance: 67%"
1	6.55600355600534	70.9	S022 Chemistry Sem3	"Student: S022
Subject: Chemistry
Semester: Sem3
Grade: 70.9%
Study Hours: 10
Attendance: 71%"
1	7.53303288061913	66.5	S022 Biology Sem3	"Student: S022
Subject: Biology
Semester: Sem3
Grade: 66.5%
Study Hours: 15
Attendance: 69%"
1	8.0289484567497	74.8	S022 English Sem3	"Student: S022
Subject: English
Semester: Sem3
Grade: 74.8%
Study Hours: 18
Attendance: 75%"
1	8.18372141824148	75.2	S022 History Sem3	"Student: S022
Subject: History
Semester: Sem3
Grade: 75.2%
Study Hours: 19
Attendance: 74%"
1	6.07958941544842	63.3	S022 Mathematics Sem4	"Student: S022
Subject: Mathematics
Semester: Sem4
Grade: 63.3%
Study Hours: 8
Attendance: 72%"
1	8.0289484567497	65.9	S022 Physics Sem4	"Student: S022
Subject: Physics
Semester: Sem4
Grade: 65.9%
Study Hours: 18
Attendance: 68%"
1	6.97573283972945	66.7	S022 Chemistry Sem4	"Student: S022
Subject: Chemistry
Semester: Sem4
Grade: 66.7%
Study Hours: 12
Attendance: 76%"
1	6.55600355600534	70.6	S022 Biology Sem4	"Student: S022
Subject: Biology
Semester: Sem4
Grade: 70.6%
Study Hours: 10
Attendance: 77%"
1	6.32633674318044	75.4	S022 English Sem4	"Student: S022
Subject: English
Semester: Sem4
Grade: 75.4%
Study Hours: 9
Attendance: 81%"
1	6.32633674318044	75.6	S022 History Sem4	"Student: S022
Subject: History
Semester: Sem4
Grade: 75.6%
Study Hours: 9
Attendance: 70%"
1	6.97573283972945	71.4	S022 Mathematics Sem5	"Student: S022
Subject: Mathematics
Semester: Sem5
Grade: 71.4%
Study Hours: 12
Attendance: 78%"
1	7.86925840548177	73.9	S022 Physics Sem5	"Student: S022
Subject: Physics
Semester: Sem5
Grade: 73.9%
Study Hours: 17
Attendance: 84%"
1	7.70415053522573	67.1	S022 Chemistry Sem5	"Student: S022
Subject: Chemistry
Semester: Sem5
Grade: 67.1%
Study Hours: 16
Attendance: 67%"
1	8.334005334008	77.5	S022 Biology Sem5	"Student: S022
Subject: Biology
Semester: Sem5
Grade: 77.5%
Study Hours: 20
Attendance: 73%"
1	6.07958941544842	66	S022 English Sem5	"Student: S022
Subject: English
Semester: Sem5
Grade: 66%
Study Hours: 8
Attendance: 72%"
1	7.35519711786779	71.9	S022 History Sem5	"Student: S022
Subject: History
Semester: Sem5
Grade: 71.9%
Study Hours: 14
Attendance: 76%"
1	7.70415053522573	70.5	S022 Mathematics Sem6	"Student: S022
Subject: Mathematics
Semester: Sem6
Grade: 70.5%
Study Hours: 16
Attendance: 78%"
1	6.97573283972945	68	S022 Physics Sem6	"Student: S022
Subject: Physics
Semester: Sem6
Grade: 68%
Study Hours: 12
Attendance: 76%"
1	7.53303288061913	78.5	S022 Chemistry Sem6	"Student: S022
Subject: Chemistry
Semester: Sem6
Grade: 78.5%
Study Hours: 15
Attendance: 71%"
1	8.334005334008	78.1	S022 Biology Sem6	"Student: S022
Subject: Biology
Semester: Sem6
Grade: 78.1%
Study Hours: 20
Attendance: 76%"
1	6.55600355600534	66.9	S022 English Sem6	"Student: S022
Subject: English
Semester: Sem6
Grade: 66.9%
Study Hours: 10
Attendance: 76%"
1	7.86925840548177	78.7	S022 History Sem6	"Student: S022
Subject: History
Semester: Sem6
Grade: 78.7%
Study Hours: 17
Attendance: 73%"
1	6.55600355600534	63.3	S022 Mathematics Sem7	"Student: S022
Subject: Mathematics
Semester: Sem7
Grade: 63.3%
Study Hours: 10
Attendance: 77%"
1	7.86925840548177	70.2	S022 Physics Sem7	"Student: S022
Subject: Physics
Semester: Sem7
Grade: 70.2%
Study Hours: 17
Attendance: 73%"
1	6.77171134256227	73.3	S022 Chemistry Sem7	"Student: S022
Subject: Chemistry
Semester: Sem7
Grade: 73.3%
Study Hours: 11
Attendance: 78%"
1	8.18372141824148	85.4	S022 Biology Sem7	"Student: S022
Subject: Biology
Semester: Sem7
Grade: 85.4%
Study Hours: 19
Attendance: 76%"
