group	size	x	y	key	tooltip
1	9.24568837309472	23	87.9	S001 Mathematics Sem7	"Student: S001
Subject: Mathematics
Grade: 87.9%
Study Hours: 23
Attendance: 81%
Performance: Excellent"
1	7.91607978309962	18	82.6	S002 Mathematics Sem7	"Student: S002
Subject: Mathematics
Grade: 82.6%
Study Hours: 18
Attendance: 74%
Performance: Good"
1	8.12372435695795	13	60	S003 Mathematics Sem7	"Student: S003
Subject: Mathematics
Grade: 60%
Study Hours: 13
Attendance: 75%
Performance: Needs Improvement"
1	7.47722557505166	4	61.4	S004 Mathematics Sem7	"Student: S004
Subject: Mathematics
Grade: 61.4%
Study Hours: 4
Attendance: 72%
Performance: Satisfactory"
1	9.07106781186548	18	89.5	S005 Mathematics Sem7	"Student: S005
Subject: Mathematics
Grade: 89.5%
Study Hours: 18
Attendance: 80%
Performance: Excellent"
1	8.89202437604511	15	78.7	S006 Mathematics Sem7	"Student: S006
Subject: Mathematics
Grade: 78.7%
Study Hours: 15
Attendance: 79%
Performance: Good"
1	9.41619848709566	16	71	S007 Mathematics Sem7	"Student: S007
Subject: Mathematics
Grade: 71%
Study Hours: 16
Attendance: 82%
Performance: Satisfactory"
1	6.47213595499958	10	72	S008 Mathematics Sem7	"Student: S008
Subject: Mathematics
Grade: 72%
Study Hours: 10
Attendance: 68%
Performance: Satisfactory"
1	5.87298334620742	10	61.6	S009 Mathematics Sem7	"Student: S009
Subject: Mathematics
Grade: 61.6%
Study Hours: 10
Attendance: 66%
Performance: Satisfactory"
1	8.32455532033676	11	63	S010 Mathematics Sem7	"Student: S010
Subject: Mathematics
Grade: 63%
Study Hours: 11
Attendance: 76%
Performance: Satisfactory"
1	6.47213595499958	12	52.4	S011 Mathematics Sem7	"Student: S011
Subject: Mathematics
Grade: 52.4%
Study Hours: 12
Attendance: 68%
Performance: Needs Improvement"
1	7.24404424085076	18	74.6	S012 Mathematics Sem7	"Student: S012
Subject: Mathematics
Grade: 74.6%
Study Hours: 18
Attendance: 71%
Performance: Satisfactory"
1	9.90569415042095	17	84.7	S013 Mathematics Sem7	"Student: S013
Subject: Mathematics
Grade: 84.7%
Study Hours: 17
Attendance: 85%
Performance: Good"
1	8.70820393249937	17	71.8	S014 Mathematics Sem7	"Student: S014
Subject: Mathematics
Grade: 71.8%
Study Hours: 17
Attendance: 78%
Performance: Satisfactory"
1	5.16227766016838	2	33.1	S015 Mathematics Sem7	"Student: S015
Subject: Mathematics
Grade: 33.1%
Study Hours: 2
Attendance: 64%
Performance: Needs Improvement"
1	8.70820393249937	10	69.1	S016 Mathematics Sem7	"Student: S016
Subject: Mathematics
Grade: 69.1%
Study Hours: 10
Attendance: 78%
Performance: Satisfactory"
1	2	7	57.6	S017 Mathematics Sem7	"Student: S017
Subject: Mathematics
Grade: 57.6%
Study Hours: 7
Attendance: 60%
Performance: Needs Improvement"
1	7.47722557505166	11	60.1	S018 Mathematics Sem7	"Student: S018
Subject: Mathematics
Grade: 60.1%
Study Hours: 11
Attendance: 72%
Performance: Satisfactory"
1	7.24404424085076	5	56.7	S019 Mathematics Sem7	"Student: S019
Subject: Mathematics
Grade: 56.7%
Study Hours: 5
Attendance: 71%
Performance: Needs Improvement"
1	7.91607978309962	11	50.8	S020 Mathematics Sem7	"Student: S020
Subject: Mathematics
Grade: 50.8%
Study Hours: 11
Attendance: 74%
Performance: Needs Improvement"
1	8.89202437604511	18	80.3	S021 Mathematics Sem7	"Student: S021
Subject: Mathematics
Grade: 80.3%
Study Hours: 18
Attendance: 79%
Performance: Good"
1	8.51920240520265	10	63.3	S022 Mathematics Sem7	"Student: S022
Subject: Mathematics
Grade: 63.3%
Study Hours: 10
Attendance: 77%
Performance: Satisfactory"
1	7.24404424085076	18	76.7	S023 Mathematics Sem7	"Student: S023
Subject: Mathematics
Grade: 76.7%
Study Hours: 18
Attendance: 71%
Performance: Good"
1	7.24404424085076	10	71.3	S024 Mathematics Sem7	"Student: S024
Subject: Mathematics
Grade: 71.3%
Study Hours: 10
Attendance: 71%
Performance: Satisfactory"
1	7.47722557505166	14	72.1	S025 Mathematics Sem7	"Student: S025
Subject: Mathematics
Grade: 72.1%
Study Hours: 14
Attendance: 72%
Performance: Satisfactory"
1	6.74341649025257	10	57.2	S026 Mathematics Sem7	"Student: S026
Subject: Mathematics
Grade: 57.2%
Study Hours: 10
Attendance: 69%
Performance: Needs Improvement"
1	7.91607978309962	16	77.2	S027 Mathematics Sem7	"Student: S027
Subject: Mathematics
Grade: 77.2%
Study Hours: 16
Attendance: 74%
Performance: Good"
1	9.07106781186548	12	76.4	S028 Mathematics Sem7	"Student: S028
Subject: Mathematics
Grade: 76.4%
Study Hours: 12
Attendance: 80%
Performance: Good"
1	2	3	47.4	S029 Mathematics Sem7	"Student: S029
Subject: Mathematics
Grade: 47.4%
Study Hours: 3
Attendance: 60%
Performance: Needs Improvement"
1	7	16	66.3	S030 Mathematics Sem7	"Student: S030
Subject: Mathematics
Grade: 66.3%
Study Hours: 16
Attendance: 70%
Performance: Satisfactory"
1	7	8	59.3	S031 Mathematics Sem7	"Student: S031
Subject: Mathematics
Grade: 59.3%
Study Hours: 8
Attendance: 70%
Performance: Needs Improvement"
