group	size	y	key	tooltip
1	6.55600355600534	65.2	S005 Mathematics Sem1	"Student: S005
Subject: Mathematics
Semester: Sem1
Grade: 65.2%
Study Hours: 10
Attendance: 78%"
1	6.55600355600534	64.3	S005 Physics Sem1	"Student: S005
Subject: Physics
Semester: Sem1
Grade: 64.3%
Study Hours: 10
Attendance: 71%"
1	7.70415053522573	67.7	S005 Chemistry Sem1	"Student: S005
Subject: Chemistry
Semester: Sem1
Grade: 67.7%
Study Hours: 16
Attendance: 80%"
1	8.334005334008	78.7	S005 Biology Sem1	"Student: S005
Subject: Biology
Semester: Sem1
Grade: 78.7%
Study Hours: 20
Attendance: 75%"
1	7.35519711786779	76.9	S005 English Sem1	"Student: S005
Subject: English
Semester: Sem1
Grade: 76.9%
Study Hours: 14
Attendance: 82%"
1	8.62253530231749	84.5	S005 History Sem1	"Student: S005
Subject: History
Semester: Sem1
Grade: 84.5%
Study Hours: 22
Attendance: 83%"
1	6.32633674318044	60.4	S005 Mathematics Sem2	"Student: S005
Subject: Mathematics
Semester: Sem2
Grade: 60.4%
Study Hours: 9
Attendance: 74%"
1	7.53303288061913	77.4	S005 Physics Sem2	"Student: S005
Subject: Physics
Semester: Sem2
Grade: 77.4%
Study Hours: 15
Attendance: 89%"
1	7.86925840548177	77.4	S005 Chemistry Sem2	"Student: S005
Subject: Chemistry
Semester: Sem2
Grade: 77.4%
Study Hours: 17
Attendance: 69%"
1	7.35519711786779	86.7	S005 Biology Sem2	"Student: S005
Subject: Biology
Semester: Sem2
Grade: 86.7%
Study Hours: 14
Attendance: 78%"
1	7.53303288061913	76.5	S005 English Sem2	"Student: S005
Subject: English
Semester: Sem2
Grade: 76.5%
Study Hours: 15
Attendance: 67%"
1	7.35519711786779	79.7	S005 History Sem2	"Student: S005
Subject: History
Semester: Sem2
Grade: 79.7%
Study Hours: 14
Attendance: 76%"
1	7.86925840548177	75.3	S005 Mathematics Sem3	"Student: S005
Subject: Mathematics
Semester: Sem3
Grade: 75.3%
Study Hours: 17
Attendance: 71%"
1	7.70415053522573	72	S005 Physics Sem3	"Student: S005
Subject: Physics
Semester: Sem3
Grade: 72%
Study Hours: 16
Attendance: 77%"
1	7.70415053522573	81.1	S005 Chemistry Sem3	"Student: S005
Subject: Chemistry
Semester: Sem3
Grade: 81.1%
Study Hours: 16
Attendance: 79%"
1	8.0289484567497	71.2	S005 Biology Sem3	"Student: S005
Subject: Biology
Semester: Sem3
Grade: 71.2%
Study Hours: 18
Attendance: 70%"
1	7.86925840548177	71.5	S005 English Sem3	"Student: S005
Subject: English
Semester: Sem3
Grade: 71.5%
Study Hours: 17
Attendance: 77%"
1	8.334005334008	85.5	S005 History Sem3	"Student: S005
Subject: History
Semester: Sem3
Grade: 85.5%
Study Hours: 20
Attendance: 85%"
1	7.53303288061913	71	S005 Mathematics Sem4	"Student: S005
Subject: Mathematics
Semester: Sem4
Grade: 71%
Study Hours: 15
Attendance: 69%"
