group	size	x	y	key	tooltip
1	12.0697567001393	19	79.6	S001 Mathematics Sem8	"Student: S001
Subject: Mathematics
Grade: 79.6%
Study Hours: 19
Attendance: 84%
Performance: Good"
1	10.7206651122492	15	71	S002 Mathematics Sem8	"Student: S002
Subject: Mathematics
Grade: 71%
Study Hours: 15
Attendance: 78%
Performance: Satisfactory"
1	10.2219219164378	18	71.8	S003 Mathematics Sem8	"Student: S003
Subject: Mathematics
Grade: 71.8%
Study Hours: 18
Attendance: 76%
Performance: Satisfactory"
1	10.9596316888586	12	65.3	S004 Mathematics Sem8	"Student: S004
Subject: Mathematics
Grade: 65.3%
Study Hours: 12
Attendance: 79%
Performance: Satisfactory"
1	9.4111402631444	17	77.8	S005 Mathematics Sem8	"Student: S005
Subject: Mathematics
Grade: 77.8%
Study Hours: 17
Attendance: 73%
Performance: Good"
1	10.4749631267634	14	85.3	S006 Mathematics Sem8	"Student: S006
Subject: Mathematics
Grade: 85.3%
Study Hours: 14
Attendance: 77%
Performance: Excellent"
1	11.4193948850231	17	74.2	S007 Mathematics Sem8	"Student: S007
Subject: Mathematics
Grade: 74.2%
Study Hours: 17
Attendance: 81%
Performance: Satisfactory"
1	10.7206651122492	13	72.8	S008 Mathematics Sem8	"Student: S008
Subject: Mathematics
Grade: 72.8%
Study Hours: 13
Attendance: 78%
Performance: Satisfactory"
1	11.857738077267	14	63	S009 Mathematics Sem8	"Student: S009
Subject: Mathematics
Grade: 63%
Study Hours: 14
Attendance: 83%
Performance: Satisfactory"
1	7.43829017247149	11	61.6	S010 Mathematics Sem8	"Student: S010
Subject: Mathematics
Grade: 61.6%
Study Hours: 11
Attendance: 67%
Performance: Satisfactory"
1	9.12039324756716	10	52	S011 Mathematics Sem8	"Student: S011
Subject: Mathematics
Grade: 52%
Study Hours: 10
Attendance: 72%
Performance: Needs Improvement"
1	13.4444309600784	17	78	S012 Mathematics Sem8	"Student: S012
Subject: Mathematics
Grade: 78%
Study Hours: 17
Attendance: 91%
Performance: Good"
1	8.16644143732834	17	72.7	S013 Mathematics Sem8	"Student: S013
Subject: Mathematics
Grade: 72.7%
Study Hours: 17
Attendance: 69%
Performance: Satisfactory"
1	7.81377674149945	11	73.5	S014 Mathematics Sem8	"Student: S014
Subject: Mathematics
Grade: 73.5%
Study Hours: 11
Attendance: 68%
Performance: Satisfactory"
1	2	7	34.5	S015 Mathematics Sem8	"Student: S015
Subject: Mathematics
Grade: 34.5%
Study Hours: 7
Attendance: 60%
Performance: Needs Improvement"
1	10.7206651122492	13	77	S016 Mathematics Sem8	"Student: S016
Subject: Mathematics
Grade: 77%
Study Hours: 13
Attendance: 78%
Performance: Good"
1	10.2219219164378	10	66	S017 Mathematics Sem8	"Student: S017
Subject: Mathematics
Grade: 66%
Study Hours: 10
Attendance: 76%
Performance: Satisfactory"
1	12.0697567001393	18	79.3	S018 Mathematics Sem8	"Student: S018
Subject: Mathematics
Grade: 79.3%
Study Hours: 18
Attendance: 84%
Performance: Good"
1	2	10	53.3	S019 Mathematics Sem8	"Student: S019
Subject: Mathematics
Grade: 53.3%
Study Hours: 10
Attendance: 60%
Performance: Needs Improvement"
1	8.16644143732834	6	58	S020 Mathematics Sem8	"Student: S020
Subject: Mathematics
Grade: 58%
Study Hours: 6
Attendance: 69%
Performance: Needs Improvement"
1	9.12039324756716	18	78.6	S021 Mathematics Sem8	"Student: S021
Subject: Mathematics
Grade: 78.6%
Study Hours: 18
Attendance: 72%
Performance: Good"
1	10.7206651122492	12	62.9	S022 Mathematics Sem8	"Student: S022
Subject: Mathematics
Grade: 62.9%
Study Hours: 12
Attendance: 78%
Performance: Satisfactory"
1	9.96084166404533	13	78.5	S023 Mathematics Sem8	"Student: S023
Subject: Mathematics
Grade: 78.5%
Study Hours: 13
Attendance: 75%
Performance: Good"
1	8.81725751310599	11	71.6	S024 Mathematics Sem8	"Student: S024
Subject: Mathematics
Grade: 71.6%
Study Hours: 11
Attendance: 71%
Performance: Satisfactory"
1	10.7206651122492	17	75.5	S025 Mathematics Sem8	"Student: S025
Subject: Mathematics
Grade: 75.5%
Study Hours: 17
Attendance: 78%
Performance: Good"
1	9.96084166404533	15	60.6	S026 Mathematics Sem8	"Student: S026
Subject: Mathematics
Grade: 60.6%
Study Hours: 15
Attendance: 75%
Performance: Satisfactory"
1	9.12039324756716	14	77.6	S027 Mathematics Sem8	"Student: S027
Subject: Mathematics
Grade: 77.6%
Study Hours: 14
Attendance: 72%
Performance: Good"
1	13.2583302491977	23	82.3	S028 Mathematics Sem8	"Student: S028
Subject: Mathematics
Grade: 82.3%
Study Hours: 23
Attendance: 90%
Performance: Good"
1	2	3	47.2	S029 Mathematics Sem8	"Student: S029
Subject: Mathematics
Grade: 47.2%
Study Hours: 3
Attendance: 60%
Performance: Needs Improvement"
