group	size	x	y	key	tooltip
1	8.89202437604511	18	75.7	S001 Mathematics Sem3	"Student: S001
Subject: Mathematics
Grade: 75.7%
Study Hours: 18
Attendance: 79%
Performance: Good"
1	8.89202437604511	13	61.5	S002 Mathematics Sem3	"Student: S002
Subject: Mathematics
Grade: 61.5%
Study Hours: 13
Attendance: 79%
Performance: Satisfactory"
1	6.47213595499958	10	57.9	S003 Mathematics Sem3	"Student: S003
Subject: Mathematics
Grade: 57.9%
Study Hours: 10
Attendance: 68%
Performance: Needs Improvement"
1	7.24404424085076	11	57.5	S004 Mathematics Sem3	"Student: S004
Subject: Mathematics
Grade: 57.5%
Study Hours: 11
Attendance: 71%
Performance: Needs Improvement"
1	7.24404424085076	17	75.3	S005 Mathematics Sem3	"Student: S005
Subject: Mathematics
Grade: 75.3%
Study Hours: 17
Attendance: 71%
Performance: Good"
1	9.07106781186548	12	79.4	S006 Mathematics Sem3	"Student: S006
Subject: Mathematics
Grade: 79.4%
Study Hours: 12
Attendance: 80%
Performance: Good"
1	8.32455532033676	10	63.1	S007 Mathematics Sem3	"Student: S007
Subject: Mathematics
Grade: 63.1%
Study Hours: 10
Attendance: 76%
Performance: Satisfactory"
1	7.24404424085076	12	58.2	S008 Mathematics Sem3	"Student: S008
Subject: Mathematics
Grade: 58.2%
Study Hours: 12
Attendance: 71%
Performance: Needs Improvement"
1	2	2	47.8	S009 Mathematics Sem3	"Student: S009
Subject: Mathematics
Grade: 47.8%
Study Hours: 2
Attendance: 60%
Performance: Needs Improvement"
1	6.18330013267038	9	49.9	S010 Mathematics Sem3	"Student: S010
Subject: Mathematics
Grade: 49.9%
Study Hours: 9
Attendance: 67%
Performance: Needs Improvement"
1	4.73861278752583	2	47.2	S011 Mathematics Sem3	"Student: S011
Subject: Mathematics
Grade: 47.2%
Study Hours: 2
Attendance: 63%
Performance: Needs Improvement"
1	5.87298334620742	9	62.8	S012 Mathematics Sem3	"Student: S012
Subject: Mathematics
Grade: 62.8%
Study Hours: 9
Attendance: 66%
Performance: Satisfactory"
1	8.70820393249937	12	70.1	S013 Mathematics Sem3	"Student: S013
Subject: Mathematics
Grade: 70.1%
Study Hours: 12
Attendance: 78%
Performance: Satisfactory"
1	8.32455532033676	19	68.2	S014 Mathematics Sem3	"Student: S014
Subject: Mathematics
Grade: 68.2%
Study Hours: 19
Attendance: 76%
Performance: Satisfactory"
1	5.16227766016838	2	40	S015 Mathematics Sem3	"Student: S015
Subject: Mathematics
Grade: 40%
Study Hours: 2
Attendance: 64%
Performance: Needs Improvement"
1	6.18330013267038	11	62.1	S016 Mathematics Sem3	"Student: S016
Subject: Mathematics
Grade: 62.1%
Study Hours: 11
Attendance: 67%
Performance: Satisfactory"
1	2	8	48.1	S017 Mathematics Sem3	"Student: S017
Subject: Mathematics
Grade: 48.1%
Study Hours: 8
Attendance: 60%
Performance: Needs Improvement"
1	7.91607978309962	13	69.8	S018 Mathematics Sem3	"Student: S018
Subject: Mathematics
Grade: 69.8%
Study Hours: 13
Attendance: 74%
Performance: Satisfactory"
1	5.53553390593274	6	44.6	S019 Mathematics Sem3	"Student: S019
Subject: Mathematics
Grade: 44.6%
Study Hours: 6
Attendance: 65%
Performance: Needs Improvement"
1	5.16227766016838	10	38.9	S020 Mathematics Sem3	"Student: S020
Subject: Mathematics
Grade: 38.9%
Study Hours: 10
Attendance: 64%
Performance: Needs Improvement"
1	8.70820393249937	19	74.9	S021 Mathematics Sem3	"Student: S021
Subject: Mathematics
Grade: 74.9%
Study Hours: 19
Attendance: 78%
Performance: Satisfactory"
1	8.70820393249937	17	63.5	S022 Mathematics Sem3	"Student: S022
Subject: Mathematics
Grade: 63.5%
Study Hours: 17
Attendance: 78%
Performance: Satisfactory"
1	9.07106781186548	18	70.1	S023 Mathematics Sem3	"Student: S023
Subject: Mathematics
Grade: 70.1%
Study Hours: 18
Attendance: 80%
Performance: Satisfactory"
1	8.51920240520265	15	55.1	S024 Mathematics Sem3	"Student: S024
Subject: Mathematics
Grade: 55.1%
Study Hours: 15
Attendance: 77%
Performance: Needs Improvement"
1	7.70087712549569	18	62.8	S025 Mathematics Sem3	"Student: S025
Subject: Mathematics
Grade: 62.8%
Study Hours: 18
Attendance: 73%
Performance: Satisfactory"
1	2	2	41.1	S026 Mathematics Sem3	"Student: S026
Subject: Mathematics
Grade: 41.1%
Study Hours: 2
Attendance: 60%
Performance: Needs Improvement"
1	8.51920240520265	14	59.6	S027 Mathematics Sem3	"Student: S027
Subject: Mathematics
Grade: 59.6%
Study Hours: 14
Attendance: 77%
Performance: Needs Improvement"
1	7	14	67.6	S028 Mathematics Sem3	"Student: S028
Subject: Mathematics
Grade: 67.6%
Study Hours: 14
Attendance: 70%
Performance: Satisfactory"
1	4.23606797749979	2	43.4	S029 Mathematics Sem3	"Student: S029
Subject: Mathematics
Grade: 43.4%
Study Hours: 2
Attendance: 62%
Performance: Needs Improvement"
1	4.73861278752583	2	52.9	S030 Mathematics Sem3	"Student: S030
Subject: Mathematics
Grade: 52.9%
Study Hours: 2
Attendance: 63%
Performance: Needs Improvement"
1	2	2	46	S031 Mathematics Sem3	"Student: S031
Subject: Mathematics
Grade: 46%
Study Hours: 2
Attendance: 60%
Performance: Needs Improvement"
1	8.51920240520265	8	60.3	S032 Mathematics Sem3	"Student: S032
Subject: Mathematics
Grade: 60.3%
Study Hours: 8
Attendance: 77%
Performance: Satisfactory"
1	7	10	57.4	S033 Mathematics Sem3	"Student: S033
Subject: Mathematics
Grade: 57.4%
Study Hours: 10
Attendance: 70%
Performance: Needs Improvement"
1	10.2158383625775	20	87.7	S034 Mathematics Sem3	"Student: S034
Subject: Mathematics
Grade: 87.7%
Study Hours: 20
Attendance: 87%
Performance: Excellent"
1	7.24404424085076	10	58.9	S035 Mathematics Sem3	"Student: S035
Subject: Mathematics
Grade: 58.9%
Study Hours: 10
Attendance: 71%
Performance: Needs Improvement"
1	4.73861278752583	9	63.7	S036 Mathematics Sem3	"Student: S036
Subject: Mathematics
Grade: 63.7%
Study Hours: 9
Attendance: 63%
Performance: Satisfactory"
1	8.32455532033676	15	67.6	S037 Mathematics Sem3	"Student: S037
Subject: Mathematics
Grade: 67.6%
Study Hours: 15
Attendance: 76%
Performance: Satisfactory"
1	8.51920240520265	9	56.3	S038 Mathematics Sem3	"Student: S038
Subject: Mathematics
Grade: 56.3%
Study Hours: 9
Attendance: 77%
Performance: Needs Improvement"
1	4.73861278752583	9	52.5	S039 Mathematics Sem3	"Student: S039
Subject: Mathematics
Grade: 52.5%
Study Hours: 9
Attendance: 63%
Performance: Needs Improvement"
1	6.74341649025257	10	59.4	S040 Mathematics Sem3	"Student: S040
Subject: Mathematics
Grade: 59.4%
Study Hours: 10
Attendance: 69%
Performance: Needs Improvement"
1	7	4	50.6	S041 Mathematics Sem3	"Student: S041
Subject: Mathematics
Grade: 50.6%
Study Hours: 4
Attendance: 70%
Performance: Needs Improvement"
1	7	13	59.7	S042 Mathematics Sem3	"Student: S042
Subject: Mathematics
Grade: 59.7%
Study Hours: 13
Attendance: 70%
Performance: Needs Improvement"
1	7	10	70.1	S043 Mathematics Sem3	"Student: S043
Subject: Mathematics
Grade: 70.1%
Study Hours: 10
Attendance: 70%
Performance: Satisfactory"
1	9.41619848709566	22	85.7	S044 Mathematics Sem3	"Student: S044
Subject: Mathematics
Grade: 85.7%
Study Hours: 22
Attendance: 82%
Performance: Excellent"
1	4.23606797749979	10	52.9	S045 Mathematics Sem3	"Student: S045
Subject: Mathematics
Grade: 52.9%
Study Hours: 10
Attendance: 62%
Performance: Needs Improvement"
1	2	10	58.3	S046 Mathematics Sem3	"Student: S046
Subject: Mathematics
Grade: 58.3%
Study Hours: 10
Attendance: 60%
Performance: Needs Improvement"
1	7	14	62.3	S047 Mathematics Sem3	"Student: S047
Subject: Mathematics
Grade: 62.3%
Study Hours: 14
Attendance: 70%
Performance: Satisfactory"
