group	size	y	key	tooltip
1	7.35519711786779	66	S012 Mathematics Sem1	"Student: S012
Subject: Mathematics
Semester: Sem1
Grade: 66%
Study Hours: 14
Attendance: 86%"
1	6.55600355600534	69.3	S012 Physics Sem1	"Student: S012
Subject: Physics
Semester: Sem1
Grade: 69.3%
Study Hours: 10
Attendance: 82%"
1	6.77171134256227	64.7	S012 Chemistry Sem1	"Student: S012
Subject: Chemistry
Semester: Sem1
Grade: 64.7%
Study Hours: 11
Attendance: 68%"
1	6.77171134256227	69.5	S012 Biology Sem1	"Student: S012
Subject: Biology
Semester: Sem1
Grade: 69.5%
Study Hours: 11
Attendance: 81%"
1	7.1697837802689	67	S012 English Sem1	"Student: S012
Subject: English
Semester: Sem1
Grade: 67%
Study Hours: 13
Attendance: 73%"
1	6.77171134256227	63	S012 History Sem1	"Student: S012
Subject: History
Semester: Sem1
Grade: 63%
Study Hours: 11
Attendance: 73%"
1	7.1697837802689	66.4	S012 Mathematics Sem2	"Student: S012
Subject: Mathematics
Semester: Sem2
Grade: 66.4%
Study Hours: 13
Attendance: 79%"
1	7.53303288061913	66.1	S012 Physics Sem2	"Student: S012
Subject: Physics
Semester: Sem2
Grade: 66.1%
Study Hours: 15
Attendance: 81%"
1	6.97573283972945	69.9	S012 Chemistry Sem2	"Student: S012
Subject: Chemistry
Semester: Sem2
Grade: 69.9%
Study Hours: 12
Attendance: 81%"
1	6.97573283972945	70.9	S012 Biology Sem2	"Student: S012
Subject: Biology
Semester: Sem2
Grade: 70.9%
Study Hours: 12
Attendance: 68%"
1	7.86925840548177	80.5	S012 English Sem2	"Student: S012
Subject: English
Semester: Sem2
Grade: 80.5%
Study Hours: 17
Attendance: 73%"
1	8.0289484567497	77.7	S012 History Sem2	"Student: S012
Subject: History
Semester: Sem2
Grade: 77.7%
Study Hours: 18
Attendance: 74%"
1	6.32633674318044	62.8	S012 Mathematics Sem3	"Student: S012
Subject: Mathematics
Semester: Sem3
Grade: 62.8%
Study Hours: 9
Attendance: 66%"
1	6.07958941544842	65.4	S012 Physics Sem3	"Student: S012
Subject: Physics
Semester: Sem3
Grade: 65.4%
Study Hours: 8
Attendance: 68%"
1	5.81126765115875	67.9	S012 Chemistry Sem3	"Student: S012
Subject: Chemistry
Semester: Sem3
Grade: 67.9%
Study Hours: 7
Attendance: 74%"
1	7.1697837802689	75.6	S012 Biology Sem3	"Student: S012
Subject: Biology
Semester: Sem3
Grade: 75.6%
Study Hours: 13
Attendance: 70%"
1	6.77171134256227	65.7	S012 English Sem3	"Student: S012
Subject: English
Semester: Sem3
Grade: 65.7%
Study Hours: 11
Attendance: 73%"
1	6.55600355600534	72.5	S012 History Sem3	"Student: S012
Subject: History
Semester: Sem3
Grade: 72.5%
Study Hours: 10
Attendance: 83%"
1	6.77171134256227	63.6	S012 Mathematics Sem4	"Student: S012
Subject: Mathematics
Semester: Sem4
Grade: 63.6%
Study Hours: 11
Attendance: 76%"
1	7.1697837802689	72.9	S012 Physics Sem4	"Student: S012
Subject: Physics
Semester: Sem4
Grade: 72.9%
Study Hours: 13
Attendance: 82%"
1	7.53303288061913	70.3	S012 Chemistry Sem4	"Student: S012
Subject: Chemistry
Semester: Sem4
Grade: 70.3%
Study Hours: 15
Attendance: 79%"
1	7.70415053522573	72.6	S012 Biology Sem4	"Student: S012
Subject: Biology
Semester: Sem4
Grade: 72.6%
Study Hours: 16
Attendance: 81%"
