group	size	x	y	key	tooltip
1	2	12	64	S001 Mathematics Sem1	"Student: S001
Subject: Mathematics
Grade: 64%
Study Hours: 12
Attendance: 60%
Performance: Satisfactory"
1	7	13	57.9	S002 Mathematics Sem1	"Student: S002
Subject: Mathematics
Grade: 57.9%
Study Hours: 13
Attendance: 70%
Performance: Needs Improvement"
1	4.73861278752583	7	52.7	S003 Mathematics Sem1	"Student: S003
Subject: Mathematics
Grade: 52.7%
Study Hours: 7
Attendance: 63%
Performance: Needs Improvement"
1	6.18330013267038	2	49.7	S004 Mathematics Sem1	"Student: S004
Subject: Mathematics
Grade: 49.7%
Study Hours: 2
Attendance: 67%
Performance: Needs Improvement"
1	8.70820393249937	10	65.2	S005 Mathematics Sem1	"Student: S005
Subject: Mathematics
Grade: 65.2%
Study Hours: 10
Attendance: 78%
Performance: Satisfactory"
1	7.47722557505166	8	62.8	S006 Mathematics Sem1	"Student: S006
Subject: Mathematics
Grade: 62.8%
Study Hours: 8
Attendance: 72%
Performance: Satisfactory"
1	6.47213595499958	11	66.8	S007 Mathematics Sem1	"Student: S007
Subject: Mathematics
Grade: 66.8%
Study Hours: 11
Attendance: 68%
Performance: Satisfactory"
1	8.51920240520265	12	54.5	S008 Mathematics Sem1	"Student: S008
Subject: Mathematics
Grade: 54.5%
Study Hours: 12
Attendance: 77%
Performance: Needs Improvement"
1	5.53553390593274	8	49.8	S009 Mathematics Sem1	"Student: S009
Subject: Mathematics
Grade: 49.8%
Study Hours: 8
Attendance: 65%
Performance: Needs Improvement"
1	2	4	45.6	S010 Mathematics Sem1	"Student: S010
Subject: Mathematics
Grade: 45.6%
Study Hours: 4
Attendance: 60%
Performance: Needs Improvement"
1	6.74341649025257	6	48.2	S011 Mathematics Sem1	"Student: S011
Subject: Mathematics
Grade: 48.2%
Study Hours: 6
Attendance: 69%
Performance: Needs Improvement"
1	10.0622577482986	14	66	S012 Mathematics Sem1	"Student: S012
Subject: Mathematics
Grade: 66%
Study Hours: 14
Attendance: 86%
Performance: Satisfactory"
1	7.47722557505166	9	68	S013 Mathematics Sem1	"Student: S013
Subject: Mathematics
Grade: 68%
Study Hours: 9
Attendance: 72%
Performance: Satisfactory"
1	8.12372435695795	12	60.8	S014 Mathematics Sem1	"Student: S014
Subject: Mathematics
Grade: 60.8%
Study Hours: 12
Attendance: 75%
Performance: Satisfactory"
1	2	2	32.5	S015 Mathematics Sem1	"Student: S015
Subject: Mathematics
Grade: 32.5%
Study Hours: 2
Attendance: 60%
Performance: Needs Improvement"
1	4.73861278752583	11	54.9	S016 Mathematics Sem1	"Student: S016
Subject: Mathematics
Grade: 54.9%
Study Hours: 11
Attendance: 63%
Performance: Needs Improvement"
1	2	7	37.7	S017 Mathematics Sem1	"Student: S017
Subject: Mathematics
Grade: 37.7%
Study Hours: 7
Attendance: 60%
Performance: Needs Improvement"
1	8.70820393249937	11	65.1	S018 Mathematics Sem1	"Student: S018
Subject: Mathematics
Grade: 65.1%
Study Hours: 11
Attendance: 78%
Performance: Satisfactory"
1	2	6	43.4	S019 Mathematics Sem1	"Student: S019
Subject: Mathematics
Grade: 43.4%
Study Hours: 6
Attendance: 60%
Performance: Needs Improvement"
1	4.73861278752583	2	31.7	S020 Mathematics Sem1	"Student: S020
Subject: Mathematics
Grade: 31.7%
Study Hours: 2
Attendance: 63%
Performance: Needs Improvement"
1	7.91607978309962	13	74.1	S021 Mathematics Sem1	"Student: S021
Subject: Mathematics
Grade: 74.1%
Study Hours: 13
Attendance: 74%
Performance: Satisfactory"
1	5.87298334620742	6	54.1	S022 Mathematics Sem1	"Student: S022
Subject: Mathematics
Grade: 54.1%
Study Hours: 6
Attendance: 66%
Performance: Needs Improvement"
1	6.74341649025257	11	68.9	S023 Mathematics Sem1	"Student: S023
Subject: Mathematics
Grade: 68.9%
Study Hours: 11
Attendance: 69%
Performance: Satisfactory"
1	6.47213595499958	11	55.2	S024 Mathematics Sem1	"Student: S024
Subject: Mathematics
Grade: 55.2%
Study Hours: 11
Attendance: 68%
Performance: Needs Improvement"
1	7.24404424085076	11	62	S025 Mathematics Sem1	"Student: S025
Subject: Mathematics
Grade: 62%
Study Hours: 11
Attendance: 71%
Performance: Satisfactory"
1	2	7	40	S026 Mathematics Sem1	"Student: S026
Subject: Mathematics
Grade: 40%
Study Hours: 7
Attendance: 60%
Performance: Needs Improvement"
1	5.16227766016838	10	62.9	S027 Mathematics Sem1	"Student: S027
Subject: Mathematics
Grade: 62.9%
Study Hours: 10
Attendance: 64%
Performance: Satisfactory"
1	8.32455532033676	12	67.3	S028 Mathematics Sem1	"Student: S028
Subject: Mathematics
Grade: 67.3%
Study Hours: 12
Attendance: 76%
Performance: Satisfactory"
1	2	3	31.2	S029 Mathematics Sem1	"Student: S029
Subject: Mathematics
Grade: 31.2%
Study Hours: 3
Attendance: 60%
Performance: Needs Improvement"
1	4.73861278752583	9	56	S030 Mathematics Sem1	"Student: S030
Subject: Mathematics
Grade: 56%
Study Hours: 9
Attendance: 63%
Performance: Needs Improvement"
1	5.16227766016838	5	36.4	S031 Mathematics Sem1	"Student: S031
Subject: Mathematics
Grade: 36.4%
Study Hours: 5
Attendance: 64%
Performance: Needs Improvement"
1	5.87298334620742	12	58.7	S032 Mathematics Sem1	"Student: S032
Subject: Mathematics
Grade: 58.7%
Study Hours: 12
Attendance: 66%
Performance: Needs Improvement"
1	5.87298334620742	9	56.3	S033 Mathematics Sem1	"Student: S033
Subject: Mathematics
Grade: 56.3%
Study Hours: 9
Attendance: 66%
Performance: Needs Improvement"
1	7.24404424085076	9	60.3	S034 Mathematics Sem1	"Student: S034
Subject: Mathematics
Grade: 60.3%
Study Hours: 9
Attendance: 71%
Performance: Satisfactory"
1	6.74341649025257	11	52.8	S035 Mathematics Sem1	"Student: S035
Subject: Mathematics
Grade: 52.8%
Study Hours: 11
Attendance: 69%
Performance: Needs Improvement"
1	7.91607978309962	14	66.4	S036 Mathematics Sem1	"Student: S036
Subject: Mathematics
Grade: 66.4%
Study Hours: 14
Attendance: 74%
Performance: Satisfactory"
1	7	8	59.5	S037 Mathematics Sem1	"Student: S037
Subject: Mathematics
Grade: 59.5%
Study Hours: 8
Attendance: 70%
Performance: Needs Improvement"
1	5.53553390593274	9	50.8	S038 Mathematics Sem1	"Student: S038
Subject: Mathematics
Grade: 50.8%
Study Hours: 9
Attendance: 65%
Performance: Needs Improvement"
1	2	6	50	S039 Mathematics Sem1	"Student: S039
Subject: Mathematics
Grade: 50%
Study Hours: 6
Attendance: 60%
Performance: Needs Improvement"
1	8.32455532033676	10	65.4	S040 Mathematics Sem1	"Student: S040
Subject: Mathematics
Grade: 65.4%
Study Hours: 10
Attendance: 76%
Performance: Satisfactory"
1	3.58113883008419	10	42.1	S041 Mathematics Sem1	"Student: S041
Subject: Mathematics
Grade: 42.1%
Study Hours: 10
Attendance: 61%
Performance: Needs Improvement"
1	7.24404424085076	11	54.3	S042 Mathematics Sem1	"Student: S042
Subject: Mathematics
Grade: 54.3%
Study Hours: 11
Attendance: 71%
Performance: Needs Improvement"
1	7.24404424085076	6	58.4	S043 Mathematics Sem1	"Student: S043
Subject: Mathematics
Grade: 58.4%
Study Hours: 6
Attendance: 71%
Performance: Needs Improvement"
1	10.0622577482986	11	80.2	S044 Mathematics Sem1	"Student: S044
Subject: Mathematics
Grade: 80.2%
Study Hours: 11
Attendance: 86%
Performance: Good"
1	5.53553390593274	8	47.8	S045 Mathematics Sem1	"Student: S045
Subject: Mathematics
Grade: 47.8%
Study Hours: 8
Attendance: 65%
Performance: Needs Improvement"
1	6.47213595499958	8	48	S046 Mathematics Sem1	"Student: S046
Subject: Mathematics
Grade: 48%
Study Hours: 8
Attendance: 68%
Performance: Needs Improvement"
1	5.87298334620742	9	54.5	S047 Mathematics Sem1	"Student: S047
Subject: Mathematics
Grade: 54.5%
Study Hours: 9
Attendance: 66%
Performance: Needs Improvement"
1	6.74341649025257	10	57.8	S048 Mathematics Sem1	"Student: S048
Subject: Mathematics
Grade: 57.8%
Study Hours: 10
Attendance: 69%
Performance: Needs Improvement"
1	7.24404424085076	9	63.2	S049 Mathematics Sem1	"Student: S049
Subject: Mathematics
Grade: 63.2%
Study Hours: 9
Attendance: 71%
Performance: Satisfactory"
1	9.07106781186548	21	82.2	S050 Mathematics Sem1	"Student: S050
Subject: Mathematics
Grade: 82.2%
Study Hours: 21
Attendance: 80%
Performance: Good"
1	8.70820393249937	16	79.9	S001 Physics Sem1	"Student: S001
Subject: Physics
Grade: 79.9%
Study Hours: 16
Attendance: 78%
Performance: Good"
1	7.24404424085076	7	65.9	S002 Physics Sem1	"Student: S002
Subject: Physics
Grade: 65.9%
Study Hours: 7
Attendance: 71%
Performance: Satisfactory"
1	7.70087712549569	14	63.1	S003 Physics Sem1	"Student: S003
Subject: Physics
Grade: 63.1%
Study Hours: 14
Attendance: 73%
Performance: Satisfactory"
1	4.23606797749979	7	57.5	S004 Physics Sem1	"Student: S004
Subject: Physics
Grade: 57.5%
Study Hours: 7
Attendance: 62%
Performance: Needs Improvement"
1	7.24404424085076	10	64.3	S005 Physics Sem1	"Student: S005
Subject: Physics
Grade: 64.3%
Study Hours: 10
Attendance: 71%
Performance: Satisfactory"
1	7.47722557505166	15	73.8	S006 Physics Sem1	"Student: S006
Subject: Physics
Grade: 73.8%
Study Hours: 15
Attendance: 72%
Performance: Satisfactory"
1	5.53553390593274	9	63.3	S007 Physics Sem1	"Student: S007
Subject: Physics
Grade: 63.3%
Study Hours: 9
Attendance: 65%
Performance: Satisfactory"
1	6.74341649025257	15	63.5	S008 Physics Sem1	"Student: S008
Subject: Physics
Grade: 63.5%
Study Hours: 15
Attendance: 69%
Performance: Satisfactory"
1	3.58113883008419	5	43.9	S009 Physics Sem1	"Student: S009
Subject: Physics
Grade: 43.9%
Study Hours: 5
Attendance: 61%
Performance: Needs Improvement"
