group	x	y
1	2	47.9317441011919
1	2.25316455696203	48.3836653128839
1	2.50632911392405	48.8355865245759
1	2.75949367088608	49.2875077362679
1	3.0126582278481	49.7394289479599
1	3.26582278481013	50.1913501596519
1	3.51898734177215	50.6432713713439
1	3.77215189873418	51.0951925830359
1	4.0253164556962	51.5471137947279
1	4.27848101265823	51.9990350064199
1	4.53164556962025	52.450956218112
1	4.78481012658228	52.902877429804
1	5.0379746835443	53.354798641496
1	5.29113924050633	53.806719853188
1	5.54430379746836	54.25864106488
1	5.79746835443038	54.710562276572
1	6.05063291139241	55.162483488264
1	6.30379746835443	55.614404699956
1	6.55696202531646	56.066325911648
1	6.81012658227848	56.51824712334
1	7.06329113924051	56.970168335032
1	7.31645569620253	57.422089546724
1	7.56962025316456	57.874010758416
1	7.82278481012658	58.325931970108
1	8.07594936708861	58.7778531818
1	8.32911392405063	59.229774393492
1	8.58227848101266	59.681695605184
1	8.83544303797468	60.133616816876
1	9.08860759493671	60.585538028568
1	9.34177215189873	61.03745924026
1	9.59493670886076	61.489380451952
1	9.84810126582279	61.941301663644
1	10.1012658227848	62.393222875336
1	10.3544303797468	62.845144087028
1	10.6075949367089	63.29706529872
1	10.8607594936709	63.748986510412
1	11.1139240506329	64.200907722104
1	11.3670886075949	64.652828933796
1	11.620253164557	65.104750145488
1	11.873417721519	65.55667135718
1	12.126582278481	66.008592568872
1	12.379746835443	66.460513780564
1	12.6329113924051	66.912434992256
1	12.8860759493671	67.364356203948
1	13.1392405063291	67.81627741564
1	13.3924050632911	68.268198627332
1	13.6455696202532	68.720119839024
1	13.8987341772152	69.172041050716
1	14.1518987341772	69.6239622624081
1	14.4050632911392	70.0758834741
1	14.6582278481013	70.527804685792
1	14.9113924050633	70.9797258974841
1	15.1645569620253	71.4316471091761
1	15.4177215189873	71.8835683208681
1	15.6708860759494	72.3354895325601
1	15.9240506329114	72.7874107442521
1	16.1772151898734	73.2393319559441
1	16.4303797468354	73.6912531676361
1	16.6835443037975	74.1431743793281
1	16.9367088607595	74.5950955910201
1	17.1898734177215	75.0470168027121
1	17.4430379746835	75.4989380144041
1	17.6962025316456	75.9508592260961
1	17.9493670886076	76.4027804377881
1	18.2025316455696	76.8547016494801
1	18.4556962025316	77.3066228611721
1	18.7088607594937	77.7585440728641
1	18.9620253164557	78.2104652845561
1	19.2151898734177	78.6623864962481
1	19.4683544303797	79.1143077079401
1	19.7215189873418	79.5662289196321
1	19.9746835443038	80.0181501313241
1	20.2278481012658	80.4700713430161
1	20.4810126582279	80.9219925547081
1	20.7341772151899	81.3739137664001
1	20.9873417721519	81.8258349780921
1	21.2405063291139	82.2777561897841
1	21.493670886076	82.7296774014761
1	21.746835443038	83.1815986131681
1	22	83.6335198248601
1	2	42.9927161836687
1	2.24050632911392	43.5343132289348
1	2.48101265822785	44.075910274201
1	2.72151898734177	44.6175073194671
1	2.9620253164557	45.1591043647332
1	3.20253164556962	45.7007014099993
1	3.44303797468354	46.2422984552654
1	3.68354430379747	46.7838955005316
1	3.92405063291139	47.3254925457977
1	4.16455696202532	47.8670895910638
1	4.40506329113924	48.4086866363299
1	4.64556962025316	48.9502836815961
1	4.88607594936709	49.4918807268622
1	5.12658227848101	50.0334777721283
1	5.36708860759494	50.5750748173944
1	5.60759493670886	51.1166718626605
1	5.84810126582279	51.6582689079267
1	6.08860759493671	52.1998659531928
1	6.32911392405063	52.7414629984589
1	6.56962025316456	53.283060043725
1	6.81012658227848	53.8246570889912
1	7.05063291139241	54.3662541342573
1	7.29113924050633	54.9078511795234
1	7.53164556962025	55.4494482247895
1	7.77215189873418	55.9910452700556
1	8.0126582278481	56.5326423153218
1	8.25316455696203	57.0742393605879
1	8.49367088607595	57.615836405854
1	8.73417721518987	58.1574334511201
1	8.9746835443038	58.6990304963863
1	9.21518987341772	59.2406275416524
1	9.45569620253164	59.7822245869185
1	9.69620253164557	60.3238216321846
1	9.9367088607595	60.8654186774507
1	10.1772151898734	61.4070157227169
1	10.4177215189873	61.948612767983
1	10.6582278481013	62.4902098132491
1	10.8987341772152	63.0318068585152
1	11.1392405063291	63.5734039037813
1	11.379746835443	64.1150009490475
1	11.620253164557	64.6565979943136
1	11.8607594936709	65.1981950395797
1	12.1012658227848	65.7397920848458
1	12.3417721518987	66.281389130112
1	12.5822784810127	66.8229861753781
1	12.8227848101266	67.3645832206442
1	13.0632911392405	67.9061802659103
1	13.3037974683544	68.4477773111764
1	13.5443037974684	68.9893743564426
1	13.7848101265823	69.5309714017087
1	14.0253164556962	70.0725684469748
1	14.2658227848101	70.6141654922409
1	14.5063291139241	71.155762537507
1	14.746835443038	71.6973595827732
1	14.9873417721519	72.2389566280393
1	15.2278481012658	72.7805536733054
1	15.4683544303797	73.3221507185715
1	15.7088607594937	73.8637477638376
1	15.9493670886076	74.4053448091038
1	16.1898734177215	74.9469418543699
1	16.4303797468354	75.488538899636
1	16.6708860759494	76.0301359449021
1	16.9113924050633	76.5717329901683
1	17.1518987341772	77.1133300354344
1	17.3924050632911	77.6549270807005
1	17.6329113924051	78.1965241259666
1	17.873417721519	78.7381211712328
1	18.1139240506329	79.2797182164989
1	18.3544303797468	79.821315261765
1	18.5949367088608	80.3629123070311
1	18.8354430379747	80.9045093522972
1	19.0759493670886	81.4461063975634
1	19.3164556962025	81.9877034428295
1	19.5569620253165	82.5293004880956
1	19.7974683544304	83.0708975333617
1	20.0379746835443	83.6124945786278
1	20.2784810126582	84.154091623894
1	20.5189873417722	84.6956886691601
1	20.7594936708861	85.2372857144262
1	21	85.7788827596923
1	2	50.9548586572438
1	2.26582278481013	51.3811566847072
1	2.53164556962025	51.8074547121707
1	2.79746835443038	52.2337527396341
1	3.06329113924051	52.6600507670975
1	3.32911392405063	53.086348794561
1	3.59493670886076	53.5126468220244
1	3.86075949367089	53.9389448494878
1	4.12658227848101	54.3652428769513
1	4.39240506329114	54.7915409044147
1	4.65822784810127	55.2178389318781
1	4.92405063291139	55.6441369593416
1	5.18987341772152	56.070434986805
1	5.45569620253165	56.4967330142684
1	5.72151898734177	56.9230310417319
1	5.9873417721519	57.3493290691953
1	6.25316455696203	57.7756270966587
1	6.51898734177215	58.2019251241222
1	6.78481012658228	58.6282231515856
1	7.0506329113924	59.054521179049
