group	size	x	y	key	tooltip
1	9.74596669241483	21	81.2	S001 Mathematics Sem4	"Student: S001
Subject: Mathematics
Grade: 81.2%
Study Hours: 21
Attendance: 84%
Performance: Good"
1	10.0622577482986	12	75	S002 Mathematics Sem4	"Student: S002
Subject: Mathematics
Grade: 75%
Study Hours: 12
Attendance: 86%
Performance: Satisfactory"
1	6.18330013267038	10	52.2	S003 Mathematics Sem4	"Student: S003
Subject: Mathematics
Grade: 52.2%
Study Hours: 10
Attendance: 67%
Performance: Needs Improvement"
1	7.24404424085076	13	63.8	S004 Mathematics Sem4	"Student: S004
Subject: Mathematics
Grade: 63.8%
Study Hours: 13
Attendance: 71%
Performance: Satisfactory"
1	6.74341649025257	15	71	S005 Mathematics Sem4	"Student: S005
Subject: Mathematics
Grade: 71%
Study Hours: 15
Attendance: 69%
Performance: Satisfactory"
1	7.47722557505166	8	68	S006 Mathematics Sem4	"Student: S006
Subject: Mathematics
Grade: 68%
Study Hours: 8
Attendance: 72%
Performance: Satisfactory"
1	7.70087712549569	18	70.2	S007 Mathematics Sem4	"Student: S007
Subject: Mathematics
Grade: 70.2%
Study Hours: 18
Attendance: 73%
Performance: Satisfactory"
1	6.18330013267038	9	60.8	S008 Mathematics Sem4	"Student: S008
Subject: Mathematics
Grade: 60.8%
Study Hours: 9
Attendance: 67%
Performance: Satisfactory"
1	7.24404424085076	7	51.1	S009 Mathematics Sem4	"Student: S009
Subject: Mathematics
Grade: 51.1%
Study Hours: 7
Attendance: 71%
Performance: Needs Improvement"
1	7.70087712549569	8	56.7	S010 Mathematics Sem4	"Student: S010
Subject: Mathematics
Grade: 56.7%
Study Hours: 8
Attendance: 73%
Performance: Needs Improvement"
1	6.47213595499958	2	51.5	S011 Mathematics Sem4	"Student: S011
Subject: Mathematics
Grade: 51.5%
Study Hours: 2
Attendance: 68%
Performance: Needs Improvement"
1	8.32455532033676	11	63.6	S012 Mathematics Sem4	"Student: S012
Subject: Mathematics
Grade: 63.6%
Study Hours: 11
Attendance: 76%
Performance: Satisfactory"
1	7.47722557505166	17	75	S013 Mathematics Sem4	"Student: S013
Subject: Mathematics
Grade: 75%
Study Hours: 17
Attendance: 72%
Performance: Satisfactory"
1	7.91607978309962	5	56.3	S014 Mathematics Sem4	"Student: S014
Subject: Mathematics
Grade: 56.3%
Study Hours: 5
Attendance: 74%
Performance: Needs Improvement"
1	2	2	38.2	S015 Mathematics Sem4	"Student: S015
Subject: Mathematics
Grade: 38.2%
Study Hours: 2
Attendance: 60%
Performance: Needs Improvement"
1	3.58113883008419	10	59.8	S016 Mathematics Sem4	"Student: S016
Subject: Mathematics
Grade: 59.8%
Study Hours: 10
Attendance: 61%
Performance: Needs Improvement"
1	2	6	51.9	S017 Mathematics Sem4	"Student: S017
Subject: Mathematics
Grade: 51.9%
Study Hours: 6
Attendance: 60%
Performance: Needs Improvement"
1	9.90569415042095	14	69.3	S018 Mathematics Sem4	"Student: S018
Subject: Mathematics
Grade: 69.3%
Study Hours: 14
Attendance: 85%
Performance: Satisfactory"
1	4.23606797749979	3	38	S019 Mathematics Sem4	"Student: S019
Subject: Mathematics
Grade: 38%
Study Hours: 3
Attendance: 62%
Performance: Needs Improvement"
1	3.58113883008419	2	34.8	S020 Mathematics Sem4	"Student: S020
Subject: Mathematics
Grade: 34.8%
Study Hours: 2
Attendance: 61%
Performance: Needs Improvement"
1	9.41619848709566	18	79.3	S021 Mathematics Sem4	"Student: S021
Subject: Mathematics
Grade: 79.3%
Study Hours: 18
Attendance: 82%
Performance: Good"
1	7.47722557505166	8	63.3	S022 Mathematics Sem4	"Student: S022
Subject: Mathematics
Grade: 63.3%
Study Hours: 8
Attendance: 72%
Performance: Satisfactory"
1	8.32455532033676	14	68.1	S023 Mathematics Sem4	"Student: S023
Subject: Mathematics
Grade: 68.1%
Study Hours: 14
Attendance: 76%
Performance: Satisfactory"
1	5.53553390593274	14	59.5	S024 Mathematics Sem4	"Student: S024
Subject: Mathematics
Grade: 59.5%
Study Hours: 14
Attendance: 65%
Performance: Needs Improvement"
1	10.0622577482986	13	69.5	S025 Mathematics Sem4	"Student: S025
Subject: Mathematics
Grade: 69.5%
Study Hours: 13
Attendance: 86%
Performance: Satisfactory"
1	5.16227766016838	4	48.7	S026 Mathematics Sem4	"Student: S026
Subject: Mathematics
Grade: 48.7%
Study Hours: 4
Attendance: 64%
Performance: Needs Improvement"
1	8.32455532033676	13	63	S027 Mathematics Sem4	"Student: S027
Subject: Mathematics
Grade: 63%
Study Hours: 13
Attendance: 76%
Performance: Satisfactory"
1	9.41619848709566	14	75.6	S028 Mathematics Sem4	"Student: S028
Subject: Mathematics
Grade: 75.6%
Study Hours: 14
Attendance: 82%
Performance: Good"
1	2	5	38.2	S029 Mathematics Sem4	"Student: S029
Subject: Mathematics
Grade: 38.2%
Study Hours: 5
Attendance: 60%
Performance: Needs Improvement"
1	4.23606797749979	12	51.9	S030 Mathematics Sem4	"Student: S030
Subject: Mathematics
Grade: 51.9%
Study Hours: 12
Attendance: 62%
Performance: Needs Improvement"
