group	size	x	y	key	tooltip
1	8.89202437604511	11	68.6	S001 Mathematics Sem6	"Student: S001
Subject: Mathematics
Grade: 68.6%
Study Hours: 11
Attendance: 79%
Performance: Satisfactory"
1	8.32455532033676	10	69.2	S002 Mathematics Sem6	"Student: S002
Subject: Mathematics
Grade: 69.2%
Study Hours: 10
Attendance: 76%
Performance: Satisfactory"
1	7.91607978309962	6	60.4	S003 Mathematics Sem6	"Student: S003
Subject: Mathematics
Grade: 60.4%
Study Hours: 6
Attendance: 74%
Performance: Satisfactory"
1	6.74341649025257	5	54	S004 Mathematics Sem6	"Student: S004
Subject: Mathematics
Grade: 54%
Study Hours: 5
Attendance: 69%
Performance: Needs Improvement"
1	8.32455532033676	13	66.5	S005 Mathematics Sem6	"Student: S005
Subject: Mathematics
Grade: 66.5%
Study Hours: 13
Attendance: 76%
Performance: Satisfactory"
1	7	13	73.1	S006 Mathematics Sem6	"Student: S006
Subject: Mathematics
Grade: 73.1%
Study Hours: 13
Attendance: 70%
Performance: Satisfactory"
1	9.90569415042095	5	63.4	S007 Mathematics Sem6	"Student: S007
Subject: Mathematics
Grade: 63.4%
Study Hours: 5
Attendance: 85%
Performance: Satisfactory"
1	8.12372435695795	10	68.2	S008 Mathematics Sem6	"Student: S008
Subject: Mathematics
Grade: 68.2%
Study Hours: 10
Attendance: 75%
Performance: Satisfactory"
1	6.47213595499958	6	57.5	S009 Mathematics Sem6	"Student: S009
Subject: Mathematics
Grade: 57.5%
Study Hours: 6
Attendance: 68%
Performance: Needs Improvement"
1	6.47213595499958	8	53.2	S010 Mathematics Sem6	"Student: S010
Subject: Mathematics
Grade: 53.2%
Study Hours: 8
Attendance: 68%
Performance: Needs Improvement"
1	4.23606797749979	7	46.1	S011 Mathematics Sem6	"Student: S011
Subject: Mathematics
Grade: 46.1%
Study Hours: 7
Attendance: 62%
Performance: Needs Improvement"
1	7.47722557505166	15	71.9	S012 Mathematics Sem6	"Student: S012
Subject: Mathematics
Grade: 71.9%
Study Hours: 15
Attendance: 72%
Performance: Satisfactory"
1	8.89202437604511	19	81.5	S013 Mathematics Sem6	"Student: S013
Subject: Mathematics
Grade: 81.5%
Study Hours: 19
Attendance: 79%
Performance: Good"
