group	x	y
1	2	43.8727108628323
1	2.25316455696203	44.4075077007888
1	2.50632911392405	44.9423045387452
1	2.75949367088608	45.4771013767017
1	3.0126582278481	46.0118982146581
1	3.26582278481013	46.5466950526146
1	3.51898734177215	47.081491890571
1	3.77215189873418	47.6162887285275
1	4.0253164556962	48.1510855664839
1	4.27848101265823	48.6858824044404
1	4.53164556962025	49.2206792423968
1	4.78481012658228	49.7554760803533
1	5.0379746835443	50.2902729183097
1	5.29113924050633	50.8250697562662
1	5.54430379746836	51.3598665942226
1	5.79746835443038	51.8946634321791
1	6.05063291139241	52.4294602701356
1	6.30379746835443	52.964257108092
1	6.55696202531646	53.4990539460485
1	6.81012658227848	54.0338507840049
1	7.06329113924051	54.5686476219614
1	7.31645569620253	55.1034444599178
1	7.56962025316456	55.6382412978743
1	7.82278481012658	56.1730381358307
1	8.07594936708861	56.7078349737872
1	8.32911392405063	57.2426318117436
1	8.58227848101266	57.7774286497001
1	8.83544303797468	58.3122254876565
1	9.08860759493671	58.847022325613
1	9.34177215189873	59.3818191635694
1	9.59493670886076	59.9166160015259
1	9.84810126582279	60.4514128394823
1	10.1012658227848	60.9862096774388
1	10.3544303797468	61.5210065153952
1	10.6075949367089	62.0558033533517
1	10.8607594936709	62.5906001913081
1	11.1139240506329	63.1253970292646
1	11.3670886075949	63.6601938672211
1	11.620253164557	64.1949907051775
1	11.873417721519	64.729787543134
1	12.126582278481	65.2645843810904
1	12.379746835443	65.7993812190469
1	12.6329113924051	66.3341780570033
1	12.8860759493671	66.8689748949598
1	13.1392405063291	67.4037717329162
1	13.3924050632911	67.9385685708727
1	13.6455696202532	68.4733654088291
1	13.8987341772152	69.0081622467856
1	14.1518987341772	69.542959084742
1	14.4050632911392	70.0777559226985
1	14.6582278481013	70.6125527606549
1	14.9113924050633	71.1473495986114
1	15.1645569620253	71.6821464365678
1	15.4177215189873	72.2169432745243
1	15.6708860759494	72.7517401124807
1	15.9240506329114	73.2865369504372
1	16.1772151898734	73.8213337883937
1	16.4303797468354	74.3561306263501
1	16.6835443037975	74.8909274643065
1	16.9367088607595	75.425724302263
1	17.1898734177215	75.9605211402194
1	17.4430379746835	76.4953179781759
1	17.6962025316456	77.0301148161324
1	17.9493670886076	77.5649116540888
1	18.2025316455696	78.0997084920453
1	18.4556962025316	78.6345053300017
1	18.7088607594937	79.1693021679582
1	18.9620253164557	79.7040990059146
1	19.2151898734177	80.2388958438711
1	19.4683544303797	80.7736926818275
1	19.7215189873418	81.308489519784
1	19.9746835443038	81.8432863577404
1	20.2278481012658	82.3780831956969
1	20.4810126582279	82.9128800336533
1	20.7341772151899	83.4476768716098
1	20.9873417721519	83.9824737095662
1	21.2405063291139	84.5172705475227
1	21.493670886076	85.0520673854791
1	21.746835443038	85.5868642234356
1	22	86.121661061392
1	2	45.0019770006301
1	2.24050632911392	45.4428882215469
1	2.48101265822785	45.8837994424637
1	2.72151898734177	46.3247106633805
1	2.9620253164557	46.7656218842973
1	3.20253164556962	47.2065331052141
1	3.44303797468354	47.6474443261308
1	3.68354430379747	48.0883555470476
1	3.92405063291139	48.5292667679644
1	4.16455696202532	48.9701779888812
1	4.40506329113924	49.411089209798
1	4.64556962025316	49.8520004307148
1	4.88607594936709	50.2929116516316
1	5.12658227848101	50.7338228725483
1	5.36708860759494	51.1747340934651
1	5.60759493670886	51.6156453143819
1	5.84810126582279	52.0565565352987
1	6.08860759493671	52.4974677562155
1	6.32911392405063	52.9383789771323
1	6.56962025316456	53.379290198049
1	6.81012658227848	53.8202014189658
1	7.05063291139241	54.2611126398826
1	7.29113924050633	54.7020238607994
1	7.53164556962025	55.1429350817162
1	7.77215189873418	55.583846302633
1	8.0126582278481	56.0247575235497
1	8.25316455696203	56.4656687444665
1	8.49367088607595	56.9065799653833
1	8.73417721518987	57.3474911863001
1	8.9746835443038	57.7884024072169
1	9.21518987341772	58.2293136281337
1	9.45569620253164	58.6702248490505
1	9.69620253164557	59.1111360699672
1	9.9367088607595	59.552047290884
1	10.1772151898734	59.9929585118008
1	10.4177215189873	60.4338697327176
1	10.6582278481013	60.8747809536344
1	10.8987341772152	61.3156921745512
1	11.1392405063291	61.7566033954679
1	11.379746835443	62.1975146163847
1	11.620253164557	62.6384258373015
1	11.8607594936709	63.0793370582183
1	12.1012658227848	63.5202482791351
1	12.3417721518987	63.9611595000519
1	12.5822784810127	64.4020707209686
1	12.8227848101266	64.8429819418854
