group	size	x	y	key	tooltip
1	8.32455532033676	15	66.8	S001 Mathematics Sem2	"Student: S001
Subject: Mathematics
Grade: 66.8%
Study Hours: 15
Attendance: 76%
Performance: Satisfactory"
1	9.41619848709566	9	67.7	S002 Mathematics Sem2	"Student: S002
Subject: Mathematics
Grade: 67.7%
Study Hours: 9
Attendance: 82%
Performance: Satisfactory"
1	7.24404424085076	13	61.5	S003 Mathematics Sem2	"Student: S003
Subject: Mathematics
Grade: 61.5%
Study Hours: 13
Attendance: 71%
Performance: Satisfactory"
1	7.24404424085076	11	53.1	S004 Mathematics Sem2	"Student: S004
Subject: Mathematics
Grade: 53.1%
Study Hours: 11
Attendance: 71%
Performance: Needs Improvement"
1	7.91607978309962	9	60.4	S005 Mathematics Sem2	"Student: S005
Subject: Mathematics
Grade: 60.4%
Study Hours: 9
Attendance: 74%
Performance: Satisfactory"
1	7.24404424085076	15	69.4	S006 Mathematics Sem2	"Student: S006
Subject: Mathematics
Grade: 69.4%
Study Hours: 15
Attendance: 71%
Performance: Satisfactory"
1	7.24404424085076	14	68	S007 Mathematics Sem2	"Student: S007
Subject: Mathematics
Grade: 68%
Study Hours: 14
Attendance: 71%
Performance: Satisfactory"
1	8.51920240520265	10	61.8	S008 Mathematics Sem2	"Student: S008
Subject: Mathematics
Grade: 61.8%
Study Hours: 10
Attendance: 77%
Performance: Satisfactory"
1	2	3	52.6	S009 Mathematics Sem2	"Student: S009
Subject: Mathematics
Grade: 52.6%
Study Hours: 3
Attendance: 60%
Performance: Needs Improvement"
1	2	8	42.3	S010 Mathematics Sem2	"Student: S010
Subject: Mathematics
Grade: 42.3%
Study Hours: 8
Attendance: 60%
Performance: Needs Improvement"
1	2	4	41.1	S011 Mathematics Sem2	"Student: S011
Subject: Mathematics
Grade: 41.1%
Study Hours: 4
Attendance: 60%
Performance: Needs Improvement"
1	8.89202437604511	13	66.4	S012 Mathematics Sem2	"Student: S012
Subject: Mathematics
Grade: 66.4%
Study Hours: 13
Attendance: 79%
Performance: Satisfactory"
1	7	14	63.6	S013 Mathematics Sem2	"Student: S013
Subject: Mathematics
Grade: 63.6%
Study Hours: 14
Attendance: 70%
Performance: Satisfactory"
1	7.24404424085076	5	58.7	S014 Mathematics Sem2	"Student: S014
Subject: Mathematics
Grade: 58.7%
Study Hours: 5
Attendance: 71%
Performance: Needs Improvement"
1	3.58113883008419	2	35.6	S015 Mathematics Sem2	"Student: S015
Subject: Mathematics
Grade: 35.6%
Study Hours: 2
Attendance: 61%
Performance: Needs Improvement"
1	2	9	54.9	S016 Mathematics Sem2	"Student: S016
Subject: Mathematics
Grade: 54.9%
Study Hours: 9
Attendance: 60%
Performance: Needs Improvement"
1	2	3	50.6	S017 Mathematics Sem2	"Student: S017
Subject: Mathematics
Grade: 50.6%
Study Hours: 3
Attendance: 60%
Performance: Needs Improvement"
1	4.23606797749979	11	64.1	S018 Mathematics Sem2	"Student: S018
Subject: Mathematics
Grade: 64.1%
Study Hours: 11
Attendance: 62%
Performance: Satisfactory"
1	2	2	45.9	S019 Mathematics Sem2	"Student: S019
Subject: Mathematics
Grade: 45.9%
Study Hours: 2
Attendance: 60%
Performance: Needs Improvement"
1	2	2	35.3	S020 Mathematics Sem2	"Student: S020
Subject: Mathematics
Grade: 35.3%
Study Hours: 2
Attendance: 60%
Performance: Needs Improvement"
1	9.41619848709566	21	79.1	S021 Mathematics Sem2	"Student: S021
Subject: Mathematics
Grade: 79.1%
Study Hours: 21
Attendance: 82%
Performance: Good"
1	8.70820393249937	10	60	S022 Mathematics Sem2	"Student: S022
Subject: Mathematics
Grade: 60%
Study Hours: 10
Attendance: 78%
Performance: Needs Improvement"
1	8.70820393249937	11	67.4	S023 Mathematics Sem2	"Student: S023
Subject: Mathematics
Grade: 67.4%
Study Hours: 11
Attendance: 78%
Performance: Satisfactory"
1	5.16227766016838	9	56.1	S024 Mathematics Sem2	"Student: S024
Subject: Mathematics
Grade: 56.1%
Study Hours: 9
Attendance: 64%
Performance: Needs Improvement"
1	6.47213595499958	10	63.2	S025 Mathematics Sem2	"Student: S025
Subject: Mathematics
Grade: 63.2%
Study Hours: 10
Attendance: 68%
Performance: Satisfactory"
1	2	10	42.9	S026 Mathematics Sem2	"Student: S026
Subject: Mathematics
Grade: 42.9%
Study Hours: 10
Attendance: 60%
Performance: Needs Improvement"
1	7	2	56.8	S027 Mathematics Sem2	"Student: S027
Subject: Mathematics
Grade: 56.8%
Study Hours: 2
Attendance: 70%
Performance: Needs Improvement"
1	7.70087712549569	12	63.5	S028 Mathematics Sem2	"Student: S028
Subject: Mathematics
Grade: 63.5%
Study Hours: 12
Attendance: 73%
Performance: Satisfactory"
1	6.47213595499958	2	50.1	S029 Mathematics Sem2	"Student: S029
Subject: Mathematics
Grade: 50.1%
Study Hours: 2
Attendance: 68%
Performance: Needs Improvement"
1	7	10	53.7	S030 Mathematics Sem2	"Student: S030
Subject: Mathematics
Grade: 53.7%
Study Hours: 10
Attendance: 70%
Performance: Needs Improvement"
1	6.74341649025257	7	45.5	S031 Mathematics Sem2	"Student: S031
Subject: Mathematics
Grade: 45.5%
Study Hours: 7
Attendance: 69%
Performance: Needs Improvement"
1	6.18330013267038	10	54.5	S032 Mathematics Sem2	"Student: S032
Subject: Mathematics
Grade: 54.5%
Study Hours: 10
Attendance: 67%
Performance: Needs Improvement"
1	6.74341649025257	12	55.3	S033 Mathematics Sem2	"Student: S033
Subject: Mathematics
Grade: 55.3%
Study Hours: 12
Attendance: 69%
Performance: Needs Improvement"
