group	size	y	key	tooltip
1	6.75190963311492	68	S013 Mathematics Sem1	"Student: S013
Subject: Mathematics
Semester: Sem1
Grade: 68%
Study Hours: 9
Attendance: 72%"
1	8.95608343640252	63.8	S013 Physics Sem1	"Student: S013
Subject: Physics
Semester: Sem1
Grade: 63.8%
Study Hours: 17
Attendance: 64%"
1	7.08000508000762	68.3	S013 Chemistry Sem1	"Student: S013
Subject: Chemistry
Semester: Sem1
Grade: 68.3%
Study Hours: 10
Attendance: 78%"
1	7.67961834247065	67.5	S013 Biology Sem1	"Student: S013
Subject: Biology
Semester: Sem1
Grade: 67.5%
Study Hours: 12
Attendance: 71%"
1	7.95683397181271	75	S013 English Sem1	"Student: S013
Subject: English
Semester: Sem1
Grade: 75%
Study Hours: 13
Attendance: 79%"
1	6.75190963311492	65.3	S013 History Sem1	"Student: S013
Subject: History
Semester: Sem1
Grade: 65.3%
Study Hours: 9
Attendance: 70%"
1	8.22171016838255	63.6	S013 Mathematics Sem2	"Student: S013
Subject: Mathematics
Semester: Sem2
Grade: 63.6%
Study Hours: 14
Attendance: 70%"
1	9.82881361258813	73.4	S013 Physics Sem2	"Student: S013
Subject: Physics
Semester: Sem2
Grade: 73.4%
Study Hours: 21
Attendance: 75%"
1	8.95608343640252	73	S013 Chemistry Sem2	"Student: S013
Subject: Chemistry
Semester: Sem2
Grade: 73%
Study Hours: 17
Attendance: 77%"
1	6.75190963311492	67.6	S013 Biology Sem2	"Student: S013
Subject: Biology
Semester: Sem2
Grade: 67.6%
Study Hours: 9
Attendance: 75%"
1	8.22171016838255	71.2	S013 English Sem2	"Student: S013
Subject: English
Semester: Sem2
Grade: 71.2%
Study Hours: 14
Attendance: 73%"
1	7.67961834247065	72.1	S013 History Sem2	"Student: S013
Subject: History
Semester: Sem2
Grade: 72.1%
Study Hours: 12
Attendance: 81%"
1	7.67961834247065	70.1	S013 Mathematics Sem3	"Student: S013
Subject: Mathematics
Semester: Sem3
Grade: 70.1%
Study Hours: 12
Attendance: 78%"
1	7.95683397181271	71.9	S013 Physics Sem3	"Student: S013
Subject: Physics
Semester: Sem3
Grade: 71.9%
Study Hours: 13
Attendance: 77%"
1	7.38815906080325	63.2	S013 Chemistry Sem3	"Student: S013
Subject: Chemistry
Semester: Sem3
Grade: 63.2%
Study Hours: 11
Attendance: 62%"
1	7.67961834247065	73	S013 Biology Sem3	"Student: S013
Subject: Biology
Semester: Sem3
Grade: 73%
Study Hours: 12
Attendance: 81%"
1	8.22171016838255	73.2	S013 English Sem3	"Student: S013
Subject: English
Semester: Sem3
Grade: 73.2%
Study Hours: 14
Attendance: 71%"
1	7.95683397181271	71.3	S013 History Sem3	"Student: S013
Subject: History
Semester: Sem3
Grade: 71.3%
Study Hours: 13
Attendance: 75%"
1	8.95608343640252	75	S013 Mathematics Sem4	"Student: S013
Subject: Mathematics
Semester: Sem4
Grade: 75%
Study Hours: 17
Attendance: 72%"
1	7.08000508000762	67.7	S013 Physics Sem4	"Student: S013
Subject: Physics
Semester: Sem4
Grade: 67.7%
Study Hours: 10
Attendance: 77%"
1	9.184212081071	69.5	S013 Chemistry Sem4	"Student: S013
Subject: Chemistry
Semester: Sem4
Grade: 69.5%
Study Hours: 18
Attendance: 73%"
1	9.40531631177355	73	S013 Biology Sem4	"Student: S013
Subject: Biology
Semester: Sem4
Grade: 73%
Study Hours: 19
Attendance: 76%"
1	8.22171016838255	78.3	S013 English Sem4	"Student: S013
Subject: English
Semester: Sem4
Grade: 78.3%
Study Hours: 14
Attendance: 83%"
1	9.40531631177355	76.7	S013 History Sem4	"Student: S013
Subject: History
Semester: Sem4
Grade: 76.7%
Study Hours: 19
Attendance: 76%"
1	7.95683397181271	66	S013 Mathematics Sem5	"Student: S013
Subject: Mathematics
Semester: Sem5
Grade: 66%
Study Hours: 13
Attendance: 68%"
1	9.62000762001143	82.2	S013 Physics Sem5	"Student: S013
Subject: Physics
Semester: Sem5
Grade: 82.2%
Study Hours: 20
Attendance: 85%"
1	8.22171016838255	86.5	S013 Chemistry Sem5	"Student: S013
Subject: Chemistry
Semester: Sem5
Grade: 86.5%
Study Hours: 14
Attendance: 81%"
