group	x	y
1	5.01986587330699	68.5649396397732
1	5.06023873142898	69.1701940722019
1	5.063873090446	60.3865398748033
1	5.06052792325616	53.9668148953654
1	5.01652201116085	66.5156547164172
1	4.98916792515665	73.0655421358161
1	5.00275503728539	63.4036826433241
1	5.00183072656393	68.1791234034673
1	5.03485539928079	57.4726111709699
1	5.00847145345062	53.1602386657707
1	4.99662471804768	46.09661896009
1	5.06343909408897	71.8715047246777
1	4.94569091655314	81.4977588157728
1	4.98611369036138	68.261694977358
1	5.07842814859003	34.5374012835138
1	5.03579751435667	68.6335887012817
1	5.04152686517686	59.4898447874002
1	4.9661671686545	71.8660920644365
1	5.04952741850168	54.4006728305668
1	4.96238824561238	37.9807942603715
1	4.9315088320151	82.3714743355848
1	5.03464348565787	70.5371161682531
1	5.00430802058429	81.4306821784563
1	4.97323257520795	66.2811091690511
1	5.05525562539697	73.0810416359268
1	4.96547427117825	47.7734778047353
1	5.04230920523405	69.7204368393123
1	4.97402241580188	73.3161860970594
1	4.95913782488555	36.1963702385686
1	5.06801173102111	63.3018776142038
1	5.03643242061138	58.9288501204923
1	5.02727926488966	57.9601251412928
1	5.0439363065362	60.4806706557982
1	5.06271135181189	85.8357521736808
1	5.06718989443034	57.2051723654568
1	4.93933842431754	65.8959341596812
1	5.02277222018689	63.5608491030336
1	5.0255485477671	68.0171664817818
1	4.97815516341478	61.8050348410755
1	5.00915156569332	69.8775478491746
1	5.00011520378292	55.9843180526234
1	4.92670097243041	74.1338140155002
1	5.01400468461216	65.8794401517138
1	5.0296155917272	91.6300664150901
1	4.94763940926641	54.0030763910711
1	4.98219523008913	72.7078869370744
1	4.9563275449723	69.7845225915872
1	5.07895528201014	70.4700091461465
1	5.01174794282764	77.4193410974555
1	4.97481827020645	83.0036803895794
1	6.00231410700828	81.3973083869927
1	5.92507949396968	82.7898793771491
1	6.07892996177077	62.7722704682313
1	5.94164336014539	63.575701750312
1	5.95920826468617	75.9077495492809
1	6.02626784220338	77.7770843677968
1	6.050684485659	78.6087371795811
1	5.92062781520188	61.9376596974582
1	5.98322908177972	55.7822908586823
1	5.96142149049789	49.3172174870037
1	6.04275222163647	47.4651485283859
1	5.96919589724392	75.0372428323142
1	5.93704851396382	84.8124473960884
1	6.01261890199035	75.9918130818568
1	5.9633699356392	39.8705239674076
1	6.0150167844072	69.1079192980565
1	6.07780916910619	66.4821531556174
1	5.92420518990606	74.8901611622982
1	5.94762543890625	55.9203546651639
1	6.07128843046725	52.720142095536
1	6.05211999394	84.3833003411628
1	6.03727695193142	68.0075392070785
1	5.99242543265224	75.5905145031586
1	5.96225494783372	65.5702408432216
1	5.9524661552161	84.3225347895734
1	5.96237970214337	51.4272466683015
1	6.00701251473278	60.9228760175966
1	5.94818137302995	74.3634570373222
1	6.01495832238346	37.1760208037309
1	6.03884627565742	66.4706033119373
1	5.94358189664781	57.6065591501445
1	6.03207580413669	74.725989074111
1	5.98617145489901	68.6832327926159
1	6.02249743085355	78.3614331297204
1	6.06129604011774	65.0112366856262
1	6.04292437799275	76.8924015896395
1	6.06811031505466	80.3183693792112
1	5.96593361612409	62.9194315227307
1	5.95935729365796	59.7890446464345
1	6.03528817370534	78.6146343689971
1	6.01644545152783	61.1188660197519
1	5.94978407684714	75.981388514787
1	5.93548459805548	66.0133938887157
1	6.00722294602543	91.7948452885635
1	6.0072636994347	56.1972156154923
1	6.01854425963014	72.5699083582684
1	6.02930587600917	71.7712511546537
1	6.06522363398224	66.3709741906263
1	6.06810354996473	80.4734355573356
1	6.05938886404038	91.8052453652397
1	1.97569101691246	77.0276372822374
1	2.00124489627779	70.1128314880095
1	1.94507736008614	69.1263797487877
1	1.98264815412462	69.5617761247419
